"County","FIPS","Year","Grade","School Type","Measure Type","Variable","Value"
"Middlesex County","09007","2006-2010","Grades 1 to 4","Total","Percent","Margins of Error",2
"Middlesex County","09007","2006-2010","Grades 1 to 4","Public","Number","Enrolled Students",8048
"Middlesex County","09007","2006-2010","Grades 1 to 4","Public","Number","Margins of Error",484
"Middlesex County","09007","2006-2010","Grades 1 to 4","Public","Percent","Enrolled Students",93.8
"Middlesex County","09007","2006-2010","Grades 1 to 4","Public","Percent","Margins of Error",2
"Middlesex County","09007","2006-2010","Grades 1 to 4","Private","Number","Enrolled Students",533
"Middlesex County","09007","2006-2010","Grades 1 to 4","Private","Number","Margins of Error",144
"Middlesex County","09007","2006-2010","Grades 1 to 4","Private","Percent","Enrolled Students",6.2
"Middlesex County","09007","2006-2010","Grades 1 to 4","Private","Percent","Margins of Error",2
"Middlesex County","09007","2006-2010","Grades 5 to 8","Total","Number","Enrolled Students",8083
"Middlesex County","09007","2006-2010","Grades 5 to 8","Total","Number","Margins of Error",403
"Middlesex County","09007","2006-2010","Grades 5 to 8","Total","Percent","Enrolled Students",27
"Middlesex County","09007","2006-2010","Grades 5 to 8","Total","Percent","Margins of Error",1
"Middlesex County","09007","2006-2010","Grades 5 to 8","Public","Number","Enrolled Students",7545
"Middlesex County","09007","2006-2010","Grades 5 to 8","Public","Number","Margins of Error",418
"Middlesex County","09007","2006-2010","Grades 5 to 8","Public","Percent","Enrolled Students",93.3
"Middlesex County","09007","2006-2010","Grades 5 to 8","Public","Percent","Margins of Error",2
"Middlesex County","09007","2006-2010","Grades 5 to 8","Private","Number","Enrolled Students",538
"Middlesex County","09007","2006-2010","Grades 5 to 8","Private","Number","Margins of Error",134
"Middlesex County","09007","2006-2010","Grades 5 to 8","Private","Percent","Enrolled Students",6.7
"Middlesex County","09007","2006-2010","Grades 5 to 8","Private","Percent","Margins of Error",2
"Middlesex County","09007","2006-2010","Grades 9 to 12","Total","Number","Enrolled Students",8797
"Middlesex County","09007","2006-2010","Grades 9 to 12","Total","Number","Margins of Error",334
"Middlesex County","09007","2006-2010","Grades 9 to 12","Total","Percent","Enrolled Students",29.4
"Middlesex County","09007","2006-2010","Grades 9 to 12","Total","Percent","Margins of Error",1
"Middlesex County","09007","2006-2010","Grades 9 to 12","Public","Number","Enrolled Students",7751
"Middlesex County","09007","2006-2010","Grades 9 to 12","Public","Number","Margins of Error",385
"Middlesex County","09007","2006-2010","Grades 9 to 12","Public","Percent","Enrolled Students",88.1
"Middlesex County","09007","2006-2010","Grades 9 to 12","Public","Percent","Margins of Error",3
"Middlesex County","09007","2006-2010","Grades 9 to 12","Private","Number","Enrolled Students",1046
"Middlesex County","09007","2006-2010","Grades 9 to 12","Private","Number","Margins of Error",216
"Middlesex County","09007","2006-2010","Grades 9 to 12","Private","Percent","Enrolled Students",11.9
"Middlesex County","09007","2006-2010","Grades 9 to 12","Private","Percent","Margins of Error",2
"Middlesex County","09007","2007-2011","Total","Total","Number","Enrolled Students",29841
"Middlesex County","09007","2007-2011","Total","Total","Number","Margins of Error",775
"Middlesex County","09007","2007-2011","Total","Total","Percent","Enrolled Students",100
"Middlesex County","09007","2007-2011","Total","Total","Percent","Margins of Error",0
"Middlesex County","09007","2007-2011","Total","Public","Number","Enrolled Students",26018
"Middlesex County","09007","2007-2011","Total","Public","Number","Margins of Error",755
"Middlesex County","09007","2007-2011","Total","Public","Percent","Enrolled Students",87.2
"Middlesex County","09007","2007-2011","Total","Public","Percent","Margins of Error",1
"Middlesex County","09007","2007-2011","Total","Private","Number","Enrolled Students",3823
"Middlesex County","09007","2007-2011","Total","Private","Number","Margins of Error",371
"Middlesex County","09007","2007-2011","Total","Private","Percent","Enrolled Students",12.8
"Middlesex County","09007","2007-2011","Total","Private","Percent","Margins of Error",1
"Middlesex County","09007","2007-2011","Pre-K","Total","Number","Enrolled Students",2923
"Middlesex County","09007","2007-2011","Pre-K","Total","Number","Margins of Error",284
"Middlesex County","09007","2007-2011","Pre-K","Total","Percent","Enrolled Students",9.8
"Middlesex County","09007","2007-2011","Pre-K","Total","Percent","Margins of Error",1
"Middlesex County","09007","2007-2011","Pre-K","Public","Number","Enrolled Students",1220
"Middlesex County","09007","2007-2011","Pre-K","Public","Number","Margins of Error",228
"Middlesex County","09007","2007-2011","Pre-K","Public","Percent","Enrolled Students",41.7
"Middlesex County","09007","2007-2011","Pre-K","Public","Percent","Margins of Error",7
"Middlesex County","09007","2007-2011","Pre-K","Private","Number","Enrolled Students",1703
"Middlesex County","09007","2007-2011","Pre-K","Private","Number","Margins of Error",243
"Middlesex County","09007","2007-2011","Pre-K","Private","Percent","Enrolled Students",58.3
"Middlesex County","09007","2007-2011","Pre-K","Private","Percent","Margins of Error",6
"Middlesex County","09007","2007-2011","K","Total","Number","Enrolled Students",1738
"Middlesex County","09007","2007-2011","K","Total","Number","Margins of Error",266
"Middlesex County","09007","2007-2011","K","Total","Percent","Enrolled Students",5.8
"Middlesex County","09007","2007-2011","K","Total","Percent","Margins of Error",1
"Middlesex County","09007","2007-2011","K","Public","Number","Enrolled Students",1565
"Middlesex County","09007","2007-2011","K","Public","Number","Margins of Error",258
"Middlesex County","09007","2007-2011","K","Public","Percent","Enrolled Students",90
"Middlesex County","09007","2007-2011","K","Public","Percent","Margins of Error",6
"Middlesex County","09007","2007-2011","K","Private","Number","Enrolled Students",173
"Middlesex County","09007","2007-2011","K","Private","Number","Margins of Error",95
"Middlesex County","09007","2007-2011","K","Private","Percent","Enrolled Students",10
"Middlesex County","09007","2007-2011","K","Private","Percent","Margins of Error",5
"Middlesex County","09007","2007-2011","Grades 1 to 4","Total","Number","Enrolled Students",8631
"Middlesex County","09007","2007-2011","Grades 1 to 4","Total","Number","Margins of Error",400
"Middlesex County","09007","2007-2011","Grades 1 to 4","Total","Percent","Enrolled Students",28.9
"Middlesex County","09007","2007-2011","Grades 1 to 4","Total","Percent","Margins of Error",1
"Middlesex County","09007","2007-2011","Grades 1 to 4","Public","Number","Enrolled Students",8110
"Middlesex County","09007","2007-2011","Grades 1 to 4","Public","Number","Margins of Error",402
"Middlesex County","09007","2007-2011","Grades 1 to 4","Public","Percent","Enrolled Students",94
"Middlesex County","09007","2007-2011","Grades 1 to 4","Public","Percent","Margins of Error",2
"Middlesex County","09007","2007-2011","Grades 1 to 4","Private","Number","Enrolled Students",521
"Middlesex County","09007","2007-2011","Grades 1 to 4","Private","Number","Margins of Error",162
"Middlesex County","09007","2007-2011","Grades 1 to 4","Private","Percent","Enrolled Students",6
"Middlesex County","09007","2007-2011","Grades 1 to 4","Private","Percent","Margins of Error",2
"Middlesex County","09007","2007-2011","Grades 5 to 8","Total","Number","Enrolled Students",7960
"Middlesex County","09007","2007-2011","Grades 5 to 8","Total","Number","Margins of Error",399
"Middlesex County","09007","2007-2011","Grades 5 to 8","Total","Percent","Enrolled Students",26.7
"Middlesex County","09007","2007-2011","Grades 5 to 8","Total","Percent","Margins of Error",1
"Middlesex County","09007","2007-2011","Grades 5 to 8","Public","Number","Enrolled Students",7519
"Middlesex County","09007","2007-2011","Grades 5 to 8","Public","Number","Margins of Error",407
"Middlesex County","09007","2007-2011","Grades 5 to 8","Public","Percent","Enrolled Students",94.5
"Middlesex County","09007","2007-2011","Grades 5 to 8","Public","Percent","Margins of Error",2
"Middlesex County","09007","2007-2011","Grades 5 to 8","Private","Number","Enrolled Students",441
"Middlesex County","09007","2007-2011","Grades 5 to 8","Private","Number","Margins of Error",121
"Middlesex County","09007","2007-2011","Grades 5 to 8","Private","Percent","Enrolled Students",5.5
"Middlesex County","09007","2007-2011","Grades 5 to 8","Private","Percent","Margins of Error",2
"Middlesex County","09007","2007-2011","Grades 9 to 12","Total","Number","Enrolled Students",8589
"Middlesex County","09007","2007-2011","Grades 9 to 12","Total","Number","Margins of Error",361
"Middlesex County","09007","2007-2011","Grades 9 to 12","Total","Percent","Enrolled Students",28.8
"Middlesex County","09007","2007-2011","Grades 9 to 12","Total","Percent","Margins of Error",1
"Middlesex County","09007","2007-2011","Grades 9 to 12","Public","Number","Enrolled Students",7604
"Middlesex County","09007","2007-2011","Grades 9 to 12","Public","Number","Margins of Error",353
"Middlesex County","09007","2007-2011","Grades 9 to 12","Public","Percent","Enrolled Students",88.5
"Middlesex County","09007","2007-2011","Grades 9 to 12","Public","Percent","Margins of Error",2
"Middlesex County","09007","2007-2011","Grades 9 to 12","Private","Number","Enrolled Students",985
"Middlesex County","09007","2007-2011","Grades 9 to 12","Private","Number","Margins of Error",170
"Middlesex County","09007","2007-2011","Grades 9 to 12","Private","Percent","Enrolled Students",11.5
"Middlesex County","09007","2007-2011","Grades 9 to 12","Private","Percent","Margins of Error",2
"Middlesex County","09007","2008-2012","Total","Total","Number","Enrolled Students",29932
"Middlesex County","09007","2008-2012","Total","Total","Number","Margins of Error",875
"Middlesex County","09007","2008-2012","Total","Total","Percent","Enrolled Students",100
"Middlesex County","09007","2008-2012","Total","Total","Percent","Margins of Error",0
"Middlesex County","09007","2008-2012","Total","Public","Number","Enrolled Students",26386
"Middlesex County","09007","2008-2012","Total","Public","Number","Margins of Error",855
"Middlesex County","09007","2008-2012","Total","Public","Percent","Enrolled Students",88.2
"Middlesex County","09007","2008-2012","Total","Public","Percent","Margins of Error",1
"Middlesex County","09007","2008-2012","Total","Private","Number","Enrolled Students",3546
"Middlesex County","09007","2008-2012","Total","Private","Number","Margins of Error",371
"Middlesex County","09007","2008-2012","Total","Private","Percent","Enrolled Students",11.8
"Middlesex County","09007","2008-2012","Total","Private","Percent","Margins of Error",1
"Middlesex County","09007","2008-2012","Pre-K","Total","Number","Enrolled Students",2943
"Middlesex County","09007","2008-2012","Pre-K","Total","Number","Margins of Error",330
"Middlesex County","09007","2008-2012","Pre-K","Total","Percent","Enrolled Students",9.8
"Middlesex County","09007","2008-2012","Pre-K","Total","Percent","Margins of Error",1
"Middlesex County","09007","2008-2012","Pre-K","Public","Number","Enrolled Students",1287
"Middlesex County","09007","2008-2012","Pre-K","Public","Number","Margins of Error",239
"Middlesex County","09007","2008-2012","Pre-K","Public","Percent","Enrolled Students",43.7
"Middlesex County","09007","2008-2012","Pre-K","Public","Percent","Margins of Error",6
"Middlesex County","09007","2008-2012","Pre-K","Private","Number","Enrolled Students",1656
"Middlesex County","09007","2008-2012","Pre-K","Private","Number","Margins of Error",260
"Middlesex County","09007","2008-2012","Pre-K","Private","Percent","Enrolled Students",56.3
"Middlesex County","09007","2008-2012","Pre-K","Private","Percent","Margins of Error",6
"Middlesex County","09007","2008-2012","K","Total","Number","Enrolled Students",1636
"Middlesex County","09007","2008-2012","K","Total","Number","Margins of Error",246
"Middlesex County","09007","2008-2012","K","Total","Percent","Enrolled Students",5.5
"Middlesex County","09007","2008-2012","K","Total","Percent","Margins of Error",1
"Middlesex County","09007","2008-2012","K","Public","Number","Enrolled Students",1482
"Middlesex County","09007","2008-2012","K","Public","Number","Margins of Error",229
"Middlesex County","09007","2008-2012","K","Public","Percent","Enrolled Students",90.6
"Middlesex County","09007","2008-2012","K","Public","Percent","Margins of Error",3
"Middlesex County","09007","2008-2012","K","Private","Number","Enrolled Students",154
"Middlesex County","09007","2008-2012","K","Private","Number","Margins of Error",83
"Middlesex County","09007","2008-2012","K","Private","Percent","Enrolled Students",9.4
"Middlesex County","09007","2008-2012","K","Private","Percent","Margins of Error",5
"Middlesex County","09007","2008-2012","Grades 1 to 4","Total","Number","Enrolled Students",8223
"Middlesex County","09007","2008-2012","Grades 1 to 4","Total","Number","Margins of Error",478
"Middlesex County","09007","2008-2012","Grades 1 to 4","Total","Percent","Enrolled Students",27.5
"Middlesex County","09007","2008-2012","Grades 1 to 4","Total","Percent","Margins of Error",1
"Middlesex County","09007","2008-2012","Grades 1 to 4","Public","Number","Enrolled Students",7716
"Middlesex County","09007","2008-2012","Grades 1 to 4","Public","Number","Margins of Error",471
"Middlesex County","09007","2008-2012","Grades 1 to 4","Public","Percent","Enrolled Students",93.8
"Middlesex County","09007","2008-2012","Grades 1 to 4","Public","Percent","Margins of Error",2
"Middlesex County","09007","2008-2012","Grades 1 to 4","Private","Number","Enrolled Students",507
"Middlesex County","09007","2008-2012","Grades 1 to 4","Private","Number","Margins of Error",135
"Middlesex County","09007","2008-2012","Grades 1 to 4","Private","Percent","Enrolled Students",6.2
"Middlesex County","09007","2008-2012","Grades 1 to 4","Private","Percent","Margins of Error",2
"Middlesex County","09007","2008-2012","Grades 5 to 8","Total","Number","Enrolled Students",8229
"Middlesex County","09007","2008-2012","Grades 5 to 8","Total","Number","Margins of Error",513
"Middlesex County","09007","2008-2012","Grades 5 to 8","Total","Percent","Enrolled Students",27.5
"Middlesex County","09007","2008-2012","Grades 5 to 8","Total","Percent","Margins of Error",2
"Middlesex County","09007","2008-2012","Grades 5 to 8","Public","Number","Enrolled Students",7834
"Middlesex County","09007","2008-2012","Grades 5 to 8","Public","Number","Margins of Error",513
"Middlesex County","09007","2008-2012","Grades 5 to 8","Public","Percent","Enrolled Students",95.2
"Middlesex County","09007","2008-2012","Grades 5 to 8","Public","Percent","Margins of Error",2
"Middlesex County","09007","2008-2012","Grades 5 to 8","Private","Number","Enrolled Students",395
"Middlesex County","09007","2008-2012","Grades 5 to 8","Private","Number","Margins of Error",119
"Middlesex County","09007","2008-2012","Grades 5 to 8","Private","Percent","Enrolled Students",4.8
"Middlesex County","09007","2008-2012","Grades 5 to 8","Private","Percent","Margins of Error",1
"Middlesex County","09007","2008-2012","Grades 9 to 12","Total","Number","Enrolled Students",8901
"Middlesex County","09007","2008-2012","Grades 9 to 12","Total","Number","Margins of Error",324
"Middlesex County","09007","2008-2012","Grades 9 to 12","Total","Percent","Enrolled Students",29.7
"Middlesex County","09007","2008-2012","Grades 9 to 12","Total","Percent","Margins of Error",1
"Middlesex County","09007","2008-2012","Grades 9 to 12","Public","Number","Enrolled Students",8067
"Middlesex County","09007","2008-2012","Grades 9 to 12","Public","Number","Margins of Error",370
"Middlesex County","09007","2008-2012","Grades 9 to 12","Public","Percent","Enrolled Students",90.6
"Middlesex County","09007","2008-2012","Grades 9 to 12","Public","Percent","Margins of Error",2
"Middlesex County","09007","2008-2012","Grades 9 to 12","Private","Number","Enrolled Students",834
"Middlesex County","09007","2008-2012","Grades 9 to 12","Private","Number","Margins of Error",176
"Middlesex County","09007","2008-2012","Grades 9 to 12","Private","Percent","Enrolled Students",9.4
"Middlesex County","09007","2008-2012","Grades 9 to 12","Private","Percent","Margins of Error",2
"Middlesex County","09007","2009-2013","Total","Total","Number","Enrolled Students",29252
"Middlesex County","09007","2009-2013","Total","Total","Number","Margins of Error",863
"Middlesex County","09007","2009-2013","Total","Total","Percent","Enrolled Students",100
"Middlesex County","09007","2009-2013","Total","Total","Percent","Margins of Error",0
"Middlesex County","09007","2009-2013","Total","Public","Number","Enrolled Students",25794
"Middlesex County","09007","2009-2013","Total","Public","Number","Margins of Error",842
"Middlesex County","09007","2009-2013","Total","Public","Percent","Enrolled Students",88.2
"Middlesex County","09007","2009-2013","Total","Public","Percent","Margins of Error",1
"Middlesex County","09007","2009-2013","Total","Private","Number","Enrolled Students",3458
"Middlesex County","09007","2009-2013","Total","Private","Number","Margins of Error",390
"Middlesex County","09007","2009-2013","Total","Private","Percent","Enrolled Students",11.8
"Middlesex County","09007","2009-2013","Total","Private","Percent","Margins of Error",1
"Middlesex County","09007","2009-2013","Pre-K","Total","Number","Enrolled Students",2785
"Middlesex County","09007","2009-2013","Pre-K","Total","Number","Margins of Error",326
"Middlesex County","09007","2009-2013","Pre-K","Total","Percent","Enrolled Students",9.5
"Middlesex County","09007","2009-2013","Pre-K","Total","Percent","Margins of Error",1
"Middlesex County","09007","2009-2013","Pre-K","Public","Number","Enrolled Students",1223
"Middlesex County","09007","2009-2013","Pre-K","Public","Number","Margins of Error",252
"Middlesex County","09007","2009-2013","Pre-K","Public","Percent","Enrolled Students",43.9
"Middlesex County","09007","2009-2013","Pre-K","Public","Percent","Margins of Error",7
"Middlesex County","09007","2009-2013","Pre-K","Private","Number","Enrolled Students",1562
"Middlesex County","09007","2009-2013","Pre-K","Private","Number","Margins of Error",277
"Middlesex County","09007","2009-2013","Pre-K","Private","Percent","Enrolled Students",56.1
"Middlesex County","09007","2009-2013","Pre-K","Private","Percent","Margins of Error",8
"Middlesex County","09007","2009-2013","K","Total","Number","Enrolled Students",1715
"Middlesex County","09007","2009-2013","K","Total","Number","Margins of Error",265
"Middlesex County","09007","2009-2013","K","Total","Percent","Enrolled Students",5.9
"Middlesex County","09007","2009-2013","K","Total","Percent","Margins of Error",1
"Middlesex County","09007","2009-2013","K","Public","Number","Enrolled Students",1523
"Middlesex County","09007","2009-2013","K","Public","Number","Margins of Error",234
"Middlesex County","09007","2009-2013","K","Public","Percent","Enrolled Students",88.8
"Middlesex County","09007","2009-2013","K","Public","Percent","Margins of Error",19
"Middlesex County","09007","2009-2013","K","Private","Number","Enrolled Students",192
"Middlesex County","09007","2009-2013","K","Private","Number","Margins of Error",106
"Middlesex County","09007","2009-2013","K","Private","Percent","Enrolled Students",11.2
"Middlesex County","09007","2009-2013","K","Private","Percent","Margins of Error",6
"Middlesex County","09007","2009-2013","Grades 1 to 4","Total","Number","Enrolled Students",7852
"Middlesex County","09007","2009-2013","Grades 1 to 4","Total","Number","Margins of Error",452
"Middlesex County","09007","2009-2013","Grades 1 to 4","Total","Percent","Enrolled Students",26.8
"Middlesex County","09007","2009-2013","Grades 1 to 4","Total","Percent","Margins of Error",1
"Middlesex County","09007","2009-2013","Grades 1 to 4","Public","Number","Enrolled Students",7447
"Middlesex County","09007","2009-2013","Grades 1 to 4","Public","Number","Margins of Error",460
"Middlesex County","09007","2009-2013","Grades 1 to 4","Public","Percent","Enrolled Students",94.8
"Middlesex County","09007","2009-2013","Grades 1 to 4","Public","Percent","Margins of Error",2
"Middlesex County","09007","2009-2013","Grades 1 to 4","Private","Number","Enrolled Students",405
"Middlesex County","09007","2009-2013","Grades 1 to 4","Private","Number","Margins of Error",133
"Middlesex County","09007","2009-2013","Grades 1 to 4","Private","Percent","Enrolled Students",5.2
"Middlesex County","09007","2009-2013","Grades 1 to 4","Private","Percent","Margins of Error",2
"Middlesex County","09007","2009-2013","Grades 5 to 8","Total","Number","Enrolled Students",8105
"Middlesex County","09007","2009-2013","Grades 5 to 8","Total","Number","Margins of Error",468
"Middlesex County","09007","2009-2013","Grades 5 to 8","Total","Percent","Enrolled Students",27.7
"Middlesex County","09007","2009-2013","Grades 5 to 8","Total","Percent","Margins of Error",1
"Middlesex County","09007","2009-2013","Grades 5 to 8","Public","Number","Enrolled Students",7717
"Middlesex County","09007","2009-2013","Grades 5 to 8","Public","Number","Margins of Error",486
"Middlesex County","09007","2009-2013","Grades 5 to 8","Public","Percent","Enrolled Students",95.2
"Middlesex County","09007","2009-2013","Grades 5 to 8","Public","Percent","Margins of Error",2
"Middlesex County","09007","2009-2013","Grades 5 to 8","Private","Number","Enrolled Students",388
"Middlesex County","09007","2009-2013","Grades 5 to 8","Private","Number","Margins of Error",114
"Middlesex County","09007","2009-2013","Grades 5 to 8","Private","Percent","Enrolled Students",4.8
"Middlesex County","09007","2009-2013","Grades 5 to 8","Private","Percent","Margins of Error",1
"Middlesex County","09007","2009-2013","Grades 9 to 12","Total","Number","Enrolled Students",8795
"Middlesex County","09007","2009-2013","Grades 9 to 12","Total","Number","Margins of Error",382
"Middlesex County","09007","2009-2013","Grades 9 to 12","Total","Percent","Enrolled Students",30.1
"Middlesex County","09007","2009-2013","Grades 9 to 12","Total","Percent","Margins of Error",1
"Middlesex County","09007","2009-2013","Grades 9 to 12","Public","Number","Enrolled Students",7884
"Middlesex County","09007","2009-2013","Grades 9 to 12","Public","Number","Margins of Error",378
"Middlesex County","09007","2009-2013","Grades 9 to 12","Public","Percent","Enrolled Students",89.6
"Middlesex County","09007","2009-2013","Grades 9 to 12","Public","Percent","Margins of Error",2
"Middlesex County","09007","2009-2013","Grades 9 to 12","Private","Number","Enrolled Students",911
"Middlesex County","09007","2009-2013","Grades 9 to 12","Private","Number","Margins of Error",183
"Middlesex County","09007","2009-2013","Grades 9 to 12","Private","Percent","Enrolled Students",10.4
"Middlesex County","09007","2009-2013","Grades 9 to 12","Private","Percent","Margins of Error",2
"Middlesex County","09007","2010-2014","Total","Total","Number","Enrolled Students",28734
"Middlesex County","09007","2010-2014","Total","Total","Number","Margins of Error",902
"Middlesex County","09007","2010-2014","Total","Total","Percent","Enrolled Students",100
"Middlesex County","09007","2010-2014","Total","Total","Percent","Margins of Error",0
"Middlesex County","09007","2010-2014","Total","Public","Number","Enrolled Students",25476
"Middlesex County","09007","2010-2014","Total","Public","Number","Margins of Error",881
"Middlesex County","09007","2010-2014","Total","Public","Percent","Enrolled Students",88.7
"Middlesex County","09007","2010-2014","Total","Public","Percent","Margins of Error",1
"Middlesex County","09007","2010-2014","Total","Private","Number","Enrolled Students",3258
"Middlesex County","09007","2010-2014","Total","Private","Number","Margins of Error",371
"Middlesex County","09007","2010-2014","Total","Private","Percent","Enrolled Students",11.3
"Middlesex County","09007","2010-2014","Total","Private","Percent","Margins of Error",1
"Middlesex County","09007","2010-2014","Pre-K","Total","Number","Enrolled Students",2563
"Middlesex County","09007","2010-2014","Pre-K","Total","Number","Margins of Error",247
"Middlesex County","09007","2010-2014","Pre-K","Total","Percent","Enrolled Students",8.9
"Middlesex County","09007","2010-2014","Pre-K","Total","Percent","Margins of Error",1
"Middlesex County","09007","2010-2014","Pre-K","Public","Number","Enrolled Students",1253
"Middlesex County","09007","2010-2014","Pre-K","Public","Number","Margins of Error",219
"Middlesex County","09007","2010-2014","Pre-K","Public","Percent","Enrolled Students",48.9
"Middlesex County","09007","2010-2014","Pre-K","Public","Percent","Margins of Error",7
"Middlesex County","09007","2010-2014","Pre-K","Private","Number","Enrolled Students",1310
"Middlesex County","09007","2010-2014","Pre-K","Private","Number","Margins of Error",232
"Middlesex County","09007","2010-2014","Pre-K","Private","Percent","Enrolled Students",51.1
"Middlesex County","09007","2010-2014","Pre-K","Private","Percent","Margins of Error",8
"Middlesex County","09007","2010-2014","K","Total","Number","Enrolled Students",1592
"Middlesex County","09007","2010-2014","K","Total","Number","Margins of Error",255
"Middlesex County","09007","2010-2014","K","Total","Percent","Enrolled Students",5.5
"Middlesex County","09007","2010-2014","K","Total","Percent","Margins of Error",1
"Middlesex County","09007","2010-2014","K","Public","Number","Enrolled Students",1397
"Middlesex County","09007","2010-2014","K","Public","Number","Margins of Error",228
"Middlesex County","09007","2010-2014","K","Public","Percent","Enrolled Students",87.8
"Middlesex County","09007","2010-2014","K","Public","Percent","Margins of Error",3
"Middlesex County","09007","2010-2014","K","Private","Number","Enrolled Students",195
"Middlesex County","09007","2010-2014","K","Private","Number","Margins of Error",119
"Middlesex County","09007","2010-2014","K","Private","Percent","Enrolled Students",12.2
"Middlesex County","09007","2010-2014","K","Private","Percent","Margins of Error",7
"Middlesex County","09007","2010-2014","Grades 1 to 4","Total","Number","Enrolled Students",7603
"Middlesex County","09007","2010-2014","Grades 1 to 4","Total","Number","Margins of Error",483
"Middlesex County","09007","2010-2014","Grades 1 to 4","Total","Percent","Enrolled Students",26.5
"Middlesex County","09007","2010-2014","Grades 1 to 4","Total","Percent","Margins of Error",2
"Middlesex County","09007","2010-2014","Grades 1 to 4","Public","Number","Enrolled Students",7163
"Middlesex County","09007","2010-2014","Grades 1 to 4","Public","Number","Margins of Error",464
"Middlesex County","09007","2010-2014","Grades 1 to 4","Public","Percent","Enrolled Students",94.2
"Middlesex County","09007","2010-2014","Grades 1 to 4","Public","Percent","Margins of Error",1
"Middlesex County","09007","2010-2014","Grades 1 to 4","Private","Number","Enrolled Students",440
"Middlesex County","09007","2010-2014","Grades 1 to 4","Private","Number","Margins of Error",146
"Middlesex County","09007","2010-2014","Grades 1 to 4","Private","Percent","Enrolled Students",5.8
"Middlesex County","09007","2010-2014","Grades 1 to 4","Private","Percent","Margins of Error",2
"Middlesex County","09007","2010-2014","Grades 5 to 8","Total","Number","Enrolled Students",7905
"Middlesex County","09007","2010-2014","Grades 5 to 8","Total","Number","Margins of Error",547
"Middlesex County","09007","2010-2014","Grades 5 to 8","Total","Percent","Enrolled Students",27.5
"Middlesex County","09007","2010-2014","Grades 5 to 8","Total","Percent","Margins of Error",2
"Middlesex County","09007","2010-2014","Grades 5 to 8","Public","Number","Enrolled Students",7567
"Middlesex County","09007","2010-2014","Grades 5 to 8","Public","Number","Margins of Error",545
"Middlesex County","09007","2010-2014","Grades 5 to 8","Public","Percent","Enrolled Students",95.7
"Middlesex County","09007","2010-2014","Grades 5 to 8","Public","Percent","Margins of Error",2
"Middlesex County","09007","2010-2014","Grades 5 to 8","Private","Number","Enrolled Students",338
"Middlesex County","09007","2010-2014","Grades 5 to 8","Private","Number","Margins of Error",112
"Middlesex County","09007","2010-2014","Grades 5 to 8","Private","Percent","Enrolled Students",4.3
"Middlesex County","09007","2010-2014","Grades 5 to 8","Private","Percent","Margins of Error",1
"Middlesex County","09007","2010-2014","Grades 9 to 12","Total","Number","Enrolled Students",9071
"Middlesex County","09007","2010-2014","Grades 9 to 12","Total","Number","Margins of Error",395
"Middlesex County","09007","2010-2014","Grades 9 to 12","Total","Percent","Enrolled Students",31.6
"Middlesex County","09007","2010-2014","Grades 9 to 12","Total","Percent","Margins of Error",1
"Middlesex County","09007","2010-2014","Grades 9 to 12","Public","Number","Enrolled Students",8096
"Middlesex County","09007","2010-2014","Grades 9 to 12","Public","Number","Margins of Error",405
"Middlesex County","09007","2010-2014","Grades 9 to 12","Public","Percent","Enrolled Students",89.3
"Middlesex County","09007","2010-2014","Grades 9 to 12","Public","Percent","Margins of Error",2
"Middlesex County","09007","2010-2014","Grades 9 to 12","Private","Number","Enrolled Students",975
"Middlesex County","09007","2010-2014","Grades 9 to 12","Private","Number","Margins of Error",191
"Middlesex County","09007","2010-2014","Grades 9 to 12","Private","Percent","Enrolled Students",10.7
"Middlesex County","09007","2010-2014","Grades 9 to 12","Private","Percent","Margins of Error",2
"Middlesex County","09007","2011-2015","Total","Total","Number","Enrolled Students",27696
"Middlesex County","09007","2011-2015","Total","Total","Number","Margins of Error",840
"Middlesex County","09007","2011-2015","Total","Total","Percent","Enrolled Students",100
"Middlesex County","09007","2011-2015","Total","Total","Percent","Margins of Error",0
"Middlesex County","09007","2011-2015","Total","Public","Number","Enrolled Students",24556
"Middlesex County","09007","2011-2015","Total","Public","Number","Margins of Error",838
"Middlesex County","09007","2011-2015","Total","Public","Percent","Enrolled Students",88.7
"Middlesex County","09007","2011-2015","Total","Public","Percent","Margins of Error",1
"Middlesex County","09007","2011-2015","Total","Private","Number","Enrolled Students",3140
"Middlesex County","09007","2011-2015","Total","Private","Number","Margins of Error",370
"Middlesex County","09007","2011-2015","Total","Private","Percent","Enrolled Students",11.3
"Middlesex County","09007","2011-2015","Total","Private","Percent","Margins of Error",1
"Middlesex County","09007","2011-2015","Pre-K","Total","Number","Enrolled Students",2400
"Middlesex County","09007","2011-2015","Pre-K","Total","Number","Margins of Error",285
"Middlesex County","09007","2011-2015","Pre-K","Total","Percent","Enrolled Students",8.7
"Middlesex County","09007","2011-2015","Pre-K","Total","Percent","Margins of Error",1
"Middlesex County","09007","2011-2015","Pre-K","Public","Number","Enrolled Students",1378
"Middlesex County","09007","2011-2015","Pre-K","Public","Number","Margins of Error",241
"Middlesex County","09007","2011-2015","Pre-K","Public","Percent","Enrolled Students",57.4
"Middlesex County","09007","2011-2015","Pre-K","Public","Percent","Margins of Error",7
"Middlesex County","09007","2011-2015","Pre-K","Private","Number","Enrolled Students",1022
"Middlesex County","09007","2011-2015","Pre-K","Private","Number","Margins of Error",210
