"County","FIPS","Year","Grade","School Type","Measure Type","Variable","Value"
"Fairfield County","09001","2013-2017","Total","Public","Number","Enrolled Students",155561
"Fairfield County","09001","2013-2017","Total","Public","Number","Margins of Error",2153
"Fairfield County","09001","2013-2017","Total","Public","Percent","Enrolled Students",82.2
"Fairfield County","09001","2013-2017","Total","Public","Percent","Margins of Error",1
"Fairfield County","09001","2013-2017","Total","Private","Number","Enrolled Students",33598
"Fairfield County","09001","2013-2017","Total","Private","Number","Margins of Error",1240
"Fairfield County","09001","2013-2017","Total","Private","Percent","Enrolled Students",17.8
"Fairfield County","09001","2013-2017","Total","Private","Percent","Margins of Error",1
"Fairfield County","09001","2013-2017","Pre-K","Total","Number","Enrolled Students",17693
"Fairfield County","09001","2013-2017","Pre-K","Total","Number","Margins of Error",852
"Fairfield County","09001","2013-2017","Pre-K","Total","Percent","Enrolled Students",9.4
"Fairfield County","09001","2013-2017","Pre-K","Total","Percent","Margins of Error",0
"Fairfield County","09001","2013-2017","Pre-K","Public","Number","Enrolled Students",6911
"Fairfield County","09001","2013-2017","Pre-K","Public","Number","Margins of Error",560
"Fairfield County","09001","2013-2017","Pre-K","Public","Percent","Enrolled Students",39.1
"Fairfield County","09001","2013-2017","Pre-K","Public","Percent","Margins of Error",2
"Fairfield County","09001","2013-2017","Pre-K","Private","Number","Enrolled Students",10782
"Fairfield County","09001","2013-2017","Pre-K","Private","Number","Margins of Error",710
"Fairfield County","09001","2013-2017","Pre-K","Private","Percent","Enrolled Students",60.9
"Fairfield County","09001","2013-2017","Pre-K","Private","Percent","Margins of Error",3
"Fairfield County","09001","2013-2017","K","Total","Number","Enrolled Students",12018
"Fairfield County","09001","2013-2017","K","Total","Number","Margins of Error",767
"Fairfield County","09001","2013-2017","K","Total","Percent","Enrolled Students",6.4
"Fairfield County","09001","2013-2017","K","Total","Percent","Margins of Error",0
"Fairfield County","09001","2013-2017","K","Public","Number","Enrolled Students",10362
"Fairfield County","09001","2013-2017","K","Public","Number","Margins of Error",699
"Fairfield County","09001","2013-2017","K","Public","Percent","Enrolled Students",86.2
"Fairfield County","09001","2013-2017","K","Public","Percent","Margins of Error",2
"Fairfield County","09001","2013-2017","K","Private","Number","Enrolled Students",1656
"Fairfield County","09001","2013-2017","K","Private","Number","Margins of Error",285
"Fairfield County","09001","2013-2017","K","Private","Percent","Enrolled Students",13.8
"Fairfield County","09001","2013-2017","K","Private","Percent","Margins of Error",2
"Fairfield County","09001","2013-2017","Grades 1 to 4","Total","Number","Enrolled Students",48927
"Fairfield County","09001","2013-2017","Grades 1 to 4","Total","Number","Margins of Error",1151
"Fairfield County","09001","2013-2017","Grades 1 to 4","Total","Percent","Enrolled Students",25.9
"Fairfield County","09001","2013-2017","Grades 1 to 4","Total","Percent","Margins of Error",0
"Fairfield County","09001","2013-2017","Grades 1 to 4","Public","Number","Enrolled Students",43126
"Fairfield County","09001","2013-2017","Grades 1 to 4","Public","Number","Margins of Error",1172
"Fairfield County","09001","2013-2017","Grades 1 to 4","Public","Percent","Enrolled Students",88.1
"Fairfield County","09001","2013-2017","Grades 1 to 4","Public","Percent","Margins of Error",1
"Fairfield County","09001","2013-2017","Grades 1 to 4","Private","Number","Enrolled Students",5801
"Fairfield County","09001","2013-2017","Grades 1 to 4","Private","Number","Margins of Error",468
"Fairfield County","09001","2013-2017","Grades 1 to 4","Private","Percent","Enrolled Students",11.9
"Fairfield County","09001","2013-2017","Grades 1 to 4","Private","Percent","Margins of Error",1
"Fairfield County","09001","2013-2017","Grades 5 to 8","Total","Number","Enrolled Students",52186
"Fairfield County","09001","2013-2017","Grades 5 to 8","Total","Number","Margins of Error",1143
"Fairfield County","09001","2013-2017","Grades 5 to 8","Total","Percent","Enrolled Students",27.6
"Fairfield County","09001","2013-2017","Grades 5 to 8","Total","Percent","Margins of Error",0
"Fairfield County","09001","2013-2017","Grades 5 to 8","Public","Number","Enrolled Students",45111
"Fairfield County","09001","2013-2017","Grades 5 to 8","Public","Number","Margins of Error",1068
"Fairfield County","09001","2013-2017","Grades 5 to 8","Public","Percent","Enrolled Students",86.4
"Fairfield County","09001","2013-2017","Grades 5 to 8","Public","Percent","Margins of Error",1
"Fairfield County","09001","2013-2017","Grades 5 to 8","Private","Number","Enrolled Students",7075
"Fairfield County","09001","2013-2017","Grades 5 to 8","Private","Number","Margins of Error",557
"Fairfield County","09001","2013-2017","Grades 5 to 8","Private","Percent","Enrolled Students",13.6
"Fairfield County","09001","2013-2017","Grades 5 to 8","Private","Percent","Margins of Error",1
"Fairfield County","09001","2013-2017","Grades 9 to 12","Total","Number","Enrolled Students",58335
"Fairfield County","09001","2013-2017","Grades 9 to 12","Total","Number","Margins of Error",1094
"Fairfield County","09001","2013-2017","Grades 9 to 12","Total","Percent","Enrolled Students",30.8
"Fairfield County","09001","2013-2017","Grades 9 to 12","Total","Percent","Margins of Error",0
"Fairfield County","09001","2013-2017","Grades 9 to 12","Public","Number","Enrolled Students",50051
"Fairfield County","09001","2013-2017","Grades 9 to 12","Public","Number","Margins of Error",1148
"Fairfield County","09001","2013-2017","Grades 9 to 12","Public","Percent","Enrolled Students",85.8
"Fairfield County","09001","2013-2017","Grades 9 to 12","Public","Percent","Margins of Error",1
"Fairfield County","09001","2013-2017","Grades 9 to 12","Private","Number","Enrolled Students",8284
"Fairfield County","09001","2013-2017","Grades 9 to 12","Private","Number","Margins of Error",650
"Fairfield County","09001","2013-2017","Grades 9 to 12","Private","Percent","Enrolled Students",14.2
"Fairfield County","09001","2013-2017","Grades 9 to 12","Private","Percent","Margins of Error",1
"Fairfield County","09001","2014-2018","Total","Total","Number","Enrolled Students",187295
"Fairfield County","09001","2014-2018","Total","Total","Number","Margins of Error",2212
"Fairfield County","09001","2014-2018","Total","Total","Percent","Enrolled Students",100
"Fairfield County","09001","2014-2018","Total","Total","Percent","Margins of Error",0
"Fairfield County","09001","2014-2018","Total","Public","Number","Enrolled Students",155211
"Fairfield County","09001","2014-2018","Total","Public","Number","Margins of Error",2117
"Fairfield County","09001","2014-2018","Total","Public","Percent","Enrolled Students",82.9
"Fairfield County","09001","2014-2018","Total","Public","Percent","Margins of Error",1
"Fairfield County","09001","2014-2018","Total","Private","Number","Enrolled Students",32084
"Fairfield County","09001","2014-2018","Total","Private","Number","Margins of Error",1121
"Fairfield County","09001","2014-2018","Total","Private","Percent","Enrolled Students",17.1
"Fairfield County","09001","2014-2018","Total","Private","Percent","Margins of Error",1
"Fairfield County","09001","2014-2018","Pre-K","Total","Number","Enrolled Students",17401
"Fairfield County","09001","2014-2018","Pre-K","Total","Number","Margins of Error",747
"Fairfield County","09001","2014-2018","Pre-K","Total","Percent","Enrolled Students",9.3
"Fairfield County","09001","2014-2018","Pre-K","Total","Percent","Margins of Error",0
"Fairfield County","09001","2014-2018","Pre-K","Public","Number","Enrolled Students",7465
"Fairfield County","09001","2014-2018","Pre-K","Public","Number","Margins of Error",609
"Fairfield County","09001","2014-2018","Pre-K","Public","Percent","Enrolled Students",42.9
"Fairfield County","09001","2014-2018","Pre-K","Public","Percent","Margins of Error",3
"Fairfield County","09001","2014-2018","Pre-K","Private","Number","Enrolled Students",9936
"Fairfield County","09001","2014-2018","Pre-K","Private","Number","Margins of Error",572
"Fairfield County","09001","2014-2018","Pre-K","Private","Percent","Enrolled Students",57.1
"Fairfield County","09001","2014-2018","Pre-K","Private","Percent","Margins of Error",2
"Fairfield County","09001","2014-2018","K","Total","Number","Enrolled Students",11983
"Fairfield County","09001","2014-2018","K","Total","Number","Margins of Error",738
"Fairfield County","09001","2014-2018","K","Total","Percent","Enrolled Students",6.4
"Fairfield County","09001","2014-2018","K","Total","Percent","Margins of Error",0
"Fairfield County","09001","2014-2018","K","Public","Number","Enrolled Students",10468
"Fairfield County","09001","2014-2018","K","Public","Number","Margins of Error",696
"Fairfield County","09001","2014-2018","K","Public","Percent","Enrolled Students",87.4
"Fairfield County","09001","2014-2018","K","Public","Percent","Margins of Error",2
"Fairfield County","09001","2014-2018","K","Private","Number","Enrolled Students",1515
"Fairfield County","09001","2014-2018","K","Private","Number","Margins of Error",269
"Fairfield County","09001","2014-2018","K","Private","Percent","Enrolled Students",12.6
"Fairfield County","09001","2014-2018","K","Private","Percent","Margins of Error",2
"Fairfield County","09001","2014-2018","Grades 1 to 4","Total","Number","Enrolled Students",48139
"Fairfield County","09001","2014-2018","Grades 1 to 4","Total","Number","Margins of Error",1152
"Fairfield County","09001","2014-2018","Grades 1 to 4","Total","Percent","Enrolled Students",25.7
"Fairfield County","09001","2014-2018","Grades 1 to 4","Total","Percent","Margins of Error",0
"Fairfield County","09001","2014-2018","Grades 1 to 4","Public","Number","Enrolled Students",42495
"Fairfield County","09001","2014-2018","Grades 1 to 4","Public","Number","Margins of Error",1092
"Fairfield County","09001","2014-2018","Grades 1 to 4","Public","Percent","Enrolled Students",88.3
"Fairfield County","09001","2014-2018","Grades 1 to 4","Public","Percent","Margins of Error",1
"Fairfield County","09001","2014-2018","Grades 1 to 4","Private","Number","Enrolled Students",5644
"Fairfield County","09001","2014-2018","Grades 1 to 4","Private","Number","Margins of Error",449
"Fairfield County","09001","2014-2018","Grades 1 to 4","Private","Percent","Enrolled Students",11.7
"Fairfield County","09001","2014-2018","Grades 1 to 4","Private","Percent","Margins of Error",1
"Fairfield County","09001","2014-2018","Grades 5 to 8","Total","Number","Enrolled Students",52073
"Fairfield County","09001","2014-2018","Grades 5 to 8","Total","Number","Margins of Error",1207
"Fairfield County","09001","2014-2018","Grades 5 to 8","Total","Percent","Enrolled Students",27.8
"Fairfield County","09001","2014-2018","Grades 5 to 8","Total","Percent","Margins of Error",1
"Fairfield County","09001","2014-2018","Grades 5 to 8","Public","Number","Enrolled Students",45288
"Fairfield County","09001","2014-2018","Grades 5 to 8","Public","Number","Margins of Error",1142
"Fairfield County","09001","2014-2018","Grades 5 to 8","Public","Percent","Enrolled Students",87
"Fairfield County","09001","2014-2018","Grades 5 to 8","Public","Percent","Margins of Error",1
"Fairfield County","09001","2014-2018","Grades 5 to 8","Private","Number","Enrolled Students",6785
"Fairfield County","09001","2014-2018","Grades 5 to 8","Private","Number","Margins of Error",527
"Fairfield County","09001","2014-2018","Grades 5 to 8","Private","Percent","Enrolled Students",13
"Fairfield County","09001","2014-2018","Grades 5 to 8","Private","Percent","Margins of Error",1
"Fairfield County","09001","2014-2018","Grades 9 to 12","Total","Number","Enrolled Students",57699
"Fairfield County","09001","2014-2018","Grades 9 to 12","Total","Number","Margins of Error",1004
"Fairfield County","09001","2014-2018","Grades 9 to 12","Total","Percent","Enrolled Students",30.8
"Fairfield County","09001","2014-2018","Grades 9 to 12","Total","Percent","Margins of Error",0
"Fairfield County","09001","2014-2018","Grades 9 to 12","Public","Number","Enrolled Students",49495
"Fairfield County","09001","2014-2018","Grades 9 to 12","Public","Number","Margins of Error",1063
"Fairfield County","09001","2014-2018","Grades 9 to 12","Public","Percent","Enrolled Students",85.8
"Fairfield County","09001","2014-2018","Grades 9 to 12","Public","Percent","Margins of Error",1
"Fairfield County","09001","2014-2018","Grades 9 to 12","Private","Number","Enrolled Students",8204
"Fairfield County","09001","2014-2018","Grades 9 to 12","Private","Number","Margins of Error",613
"Fairfield County","09001","2014-2018","Grades 9 to 12","Private","Percent","Enrolled Students",14.2
"Fairfield County","09001","2014-2018","Grades 9 to 12","Private","Percent","Margins of Error",1
"Fairfield County","09001","2015-2019","Total","Total","Number","Enrolled Students",185208
"Fairfield County","09001","2015-2019","Total","Total","Number","Margins of Error",2165
"Fairfield County","09001","2015-2019","Total","Total","Percent","Enrolled Students",100
"Fairfield County","09001","2015-2019","Total","Total","Percent","Margins of Error",0
"Fairfield County","09001","2015-2019","Total","Public","Number","Enrolled Students",154482
"Fairfield County","09001","2015-2019","Total","Public","Number","Margins of Error",2098
"Fairfield County","09001","2015-2019","Total","Public","Percent","Enrolled Students",83.4
"Fairfield County","09001","2015-2019","Total","Public","Percent","Margins of Error",1
"Fairfield County","09001","2015-2019","Total","Private","Number","Enrolled Students",30726
"Fairfield County","09001","2015-2019","Total","Private","Number","Margins of Error",1105
"Fairfield County","09001","2015-2019","Total","Private","Percent","Enrolled Students",16.6
"Fairfield County","09001","2015-2019","Total","Private","Percent","Margins of Error",1
"Fairfield County","09001","2015-2019","Pre-K","Total","Number","Enrolled Students",16536
"Fairfield County","09001","2015-2019","Pre-K","Total","Number","Margins of Error",775
"Fairfield County","09001","2015-2019","Pre-K","Total","Percent","Enrolled Students",8.9
"Fairfield County","09001","2015-2019","Pre-K","Total","Percent","Margins of Error",0
"Fairfield County","09001","2015-2019","Pre-K","Public","Number","Enrolled Students",7411
"Fairfield County","09001","2015-2019","Pre-K","Public","Number","Margins of Error",610
"Fairfield County","09001","2015-2019","Pre-K","Public","Percent","Enrolled Students",44.8
"Fairfield County","09001","2015-2019","Pre-K","Public","Percent","Margins of Error",3
"Fairfield County","09001","2015-2019","Pre-K","Private","Number","Enrolled Students",9125
"Fairfield County","09001","2015-2019","Pre-K","Private","Number","Margins of Error",525
"Fairfield County","09001","2015-2019","Pre-K","Private","Percent","Enrolled Students",55.2
"Fairfield County","09001","2015-2019","Pre-K","Private","Percent","Margins of Error",2
"Fairfield County","09001","2015-2019","K","Total","Number","Enrolled Students",12049
"Fairfield County","09001","2015-2019","K","Total","Number","Margins of Error",725
"Fairfield County","09001","2015-2019","K","Total","Percent","Enrolled Students",6.5
"Fairfield County","09001","2015-2019","K","Total","Percent","Margins of Error",0
"Fairfield County","09001","2015-2019","K","Public","Number","Enrolled Students",10670
"Fairfield County","09001","2015-2019","K","Public","Number","Margins of Error",636
"Fairfield County","09001","2015-2019","K","Public","Percent","Enrolled Students",88.6
"Fairfield County","09001","2015-2019","K","Public","Percent","Margins of Error",8
"Fairfield County","09001","2015-2019","K","Private","Number","Enrolled Students",1379
"Fairfield County","09001","2015-2019","K","Private","Number","Margins of Error",244
"Fairfield County","09001","2015-2019","K","Private","Percent","Enrolled Students",11.4
"Fairfield County","09001","2015-2019","K","Private","Percent","Margins of Error",2
"Fairfield County","09001","2015-2019","Grades 1 to 4","Total","Number","Enrolled Students",47629
"Fairfield County","09001","2015-2019","Grades 1 to 4","Total","Number","Margins of Error",1050
"Fairfield County","09001","2015-2019","Grades 1 to 4","Total","Percent","Enrolled Students",25.7
"Fairfield County","09001","2015-2019","Grades 1 to 4","Total","Percent","Margins of Error",0
"Fairfield County","09001","2015-2019","Grades 1 to 4","Public","Number","Enrolled Students",42326
"Fairfield County","09001","2015-2019","Grades 1 to 4","Public","Number","Margins of Error",1062
"Fairfield County","09001","2015-2019","Grades 1 to 4","Public","Percent","Enrolled Students",88.9
"Fairfield County","09001","2015-2019","Grades 1 to 4","Public","Percent","Margins of Error",1
"Fairfield County","09001","2015-2019","Grades 1 to 4","Private","Number","Enrolled Students",5303
"Fairfield County","09001","2015-2019","Grades 1 to 4","Private","Number","Margins of Error",463
"Fairfield County","09001","2015-2019","Grades 1 to 4","Private","Percent","Enrolled Students",11.1
"Fairfield County","09001","2015-2019","Grades 1 to 4","Private","Percent","Margins of Error",1
"Fairfield County","09001","2015-2019","Grades 5 to 8","Total","Number","Enrolled Students",51495
"Fairfield County","09001","2015-2019","Grades 5 to 8","Total","Number","Margins of Error",1205
"Fairfield County","09001","2015-2019","Grades 5 to 8","Total","Percent","Enrolled Students",27.8
"Fairfield County","09001","2015-2019","Grades 5 to 8","Total","Percent","Margins of Error",1
"Fairfield County","09001","2015-2019","Grades 5 to 8","Public","Number","Enrolled Students",44888
"Fairfield County","09001","2015-2019","Grades 5 to 8","Public","Number","Margins of Error",1168
"Fairfield County","09001","2015-2019","Grades 5 to 8","Public","Percent","Enrolled Students",87.2
"Fairfield County","09001","2015-2019","Grades 5 to 8","Public","Percent","Margins of Error",1
"Fairfield County","09001","2015-2019","Grades 5 to 8","Private","Number","Enrolled Students",6607
"Fairfield County","09001","2015-2019","Grades 5 to 8","Private","Number","Margins of Error",452
"Fairfield County","09001","2015-2019","Grades 5 to 8","Private","Percent","Enrolled Students",12.8
"Fairfield County","09001","2015-2019","Grades 5 to 8","Private","Percent","Margins of Error",1
"Fairfield County","09001","2015-2019","Grades 9 to 12","Total","Number","Enrolled Students",57499
"Fairfield County","09001","2015-2019","Grades 9 to 12","Total","Number","Margins of Error",1003
"Fairfield County","09001","2015-2019","Grades 9 to 12","Total","Percent","Enrolled Students",31
"Fairfield County","09001","2015-2019","Grades 9 to 12","Total","Percent","Margins of Error",0
"Fairfield County","09001","2015-2019","Grades 9 to 12","Public","Number","Enrolled Students",49187
"Fairfield County","09001","2015-2019","Grades 9 to 12","Public","Number","Margins of Error",1065
"Fairfield County","09001","2015-2019","Grades 9 to 12","Public","Percent","Enrolled Students",85.5
"Fairfield County","09001","2015-2019","Grades 9 to 12","Public","Percent","Margins of Error",1
"Fairfield County","09001","2015-2019","Grades 9 to 12","Private","Number","Enrolled Students",8312
"Fairfield County","09001","2015-2019","Grades 9 to 12","Private","Number","Margins of Error",683
"Fairfield County","09001","2015-2019","Grades 9 to 12","Private","Percent","Enrolled Students",14.5
"Fairfield County","09001","2015-2019","Grades 9 to 12","Private","Percent","Margins of Error",1
"Hartford County","09003","2006-2010","Total","Total","Number","Enrolled Students",174190
"Hartford County","09003","2006-2010","Total","Total","Number","Margins of Error",2146
"Hartford County","09003","2006-2010","Total","Total","Percent","Enrolled Students",100
"Hartford County","09003","2006-2010","Total","Total","Percent","Margins of Error",0
"Hartford County","09003","2006-2010","Total","Public","Number","Enrolled Students",153092
"Hartford County","09003","2006-2010","Total","Public","Number","Margins of Error",2082
"Hartford County","09003","2006-2010","Total","Public","Percent","Enrolled Students",87.9
"Hartford County","09003","2006-2010","Total","Public","Percent","Margins of Error",0
"Hartford County","09003","2006-2010","Total","Private","Number","Enrolled Students",21098
"Hartford County","09003","2006-2010","Total","Private","Number","Margins of Error",910
"Hartford County","09003","2006-2010","Total","Private","Percent","Enrolled Students",12.1
"Hartford County","09003","2006-2010","Total","Private","Percent","Margins of Error",0
"Hartford County","09003","2006-2010","Pre-K","Total","Number","Enrolled Students",15393
"Hartford County","09003","2006-2010","Pre-K","Total","Number","Margins of Error",741
"Hartford County","09003","2006-2010","Pre-K","Total","Percent","Enrolled Students",8.8
"Hartford County","09003","2006-2010","Pre-K","Total","Percent","Margins of Error",0
"Hartford County","09003","2006-2010","Pre-K","Public","Number","Enrolled Students",7953
"Hartford County","09003","2006-2010","Pre-K","Public","Number","Margins of Error",587
"Hartford County","09003","2006-2010","Pre-K","Public","Percent","Enrolled Students",51.7
"Hartford County","09003","2006-2010","Pre-K","Public","Percent","Margins of Error",3
"Hartford County","09003","2006-2010","Pre-K","Private","Number","Enrolled Students",7440
"Hartford County","09003","2006-2010","Pre-K","Private","Number","Margins of Error",489
"Hartford County","09003","2006-2010","Pre-K","Private","Percent","Enrolled Students",48.3
"Hartford County","09003","2006-2010","Pre-K","Private","Percent","Margins of Error",2
"Hartford County","09003","2006-2010","K","Total","Number","Enrolled Students",11377
"Hartford County","09003","2006-2010","K","Total","Number","Margins of Error",715
"Hartford County","09003","2006-2010","K","Total","Percent","Enrolled Students",6.5
"Hartford County","09003","2006-2010","K","Total","Percent","Margins of Error",0
"Hartford County","09003","2006-2010","K","Public","Number","Enrolled Students",10001
"Hartford County","09003","2006-2010","K","Public","Number","Margins of Error",670
"Hartford County","09003","2006-2010","K","Public","Percent","Enrolled Students",87.9
"Hartford County","09003","2006-2010","K","Public","Percent","Margins of Error",2
"Hartford County","09003","2006-2010","K","Private","Number","Enrolled Students",1376
"Hartford County","09003","2006-2010","K","Private","Number","Margins of Error",225
"Hartford County","09003","2006-2010","K","Private","Percent","Enrolled Students",12.1
"Hartford County","09003","2006-2010","K","Private","Percent","Margins of Error",2
"Hartford County","09003","2006-2010","Grades 1 to 4","Total","Number","Enrolled Students",45388
"Hartford County","09003","2006-2010","Grades 1 to 4","Total","Number","Margins of Error",1210
"Hartford County","09003","2006-2010","Grades 1 to 4","Total","Percent","Enrolled Students",26.1
"Hartford County","09003","2006-2010","Grades 1 to 4","Total","Percent","Margins of Error",1
"Hartford County","09003","2006-2010","Grades 1 to 4","Public","Number","Enrolled Students",41781
"Hartford County","09003","2006-2010","Grades 1 to 4","Public","Number","Margins of Error",1176
"Hartford County","09003","2006-2010","Grades 1 to 4","Public","Percent","Enrolled Students",92.1
"Hartford County","09003","2006-2010","Grades 1 to 4","Public","Percent","Margins of Error",1
"Hartford County","09003","2006-2010","Grades 1 to 4","Private","Number","Enrolled Students",3607
"Hartford County","09003","2006-2010","Grades 1 to 4","Private","Number","Margins of Error",408
"Hartford County","09003","2006-2010","Grades 1 to 4","Private","Percent","Enrolled Students",7.9
"Hartford County","09003","2006-2010","Grades 1 to 4","Private","Percent","Margins of Error",1
"Hartford County","09003","2006-2010","Grades 5 to 8","Total","Number","Enrolled Students",48584
"Hartford County","09003","2006-2010","Grades 5 to 8","Total","Number","Margins of Error",1121
"Hartford County","09003","2006-2010","Grades 5 to 8","Total","Percent","Enrolled Students",27.9
"Hartford County","09003","2006-2010","Grades 5 to 8","Total","Percent","Margins of Error",0
"Hartford County","09003","2006-2010","Grades 5 to 8","Public","Number","Enrolled Students",44784
"Hartford County","09003","2006-2010","Grades 5 to 8","Public","Number","Margins of Error",1143
"Hartford County","09003","2006-2010","Grades 5 to 8","Public","Percent","Enrolled Students",92.2
"Hartford County","09003","2006-2010","Grades 5 to 8","Public","Percent","Margins of Error",1
"Hartford County","09003","2006-2010","Grades 5 to 8","Private","Number","Enrolled Students",3800
"Hartford County","09003","2006-2010","Grades 5 to 8","Private","Number","Margins of Error",405
"Hartford County","09003","2006-2010","Grades 5 to 8","Private","Percent","Enrolled Students",7.8
"Hartford County","09003","2006-2010","Grades 5 to 8","Private","Percent","Margins of Error",1
"Hartford County","09003","2006-2010","Grades 9 to 12","Total","Number","Enrolled Students",53448
"Hartford County","09003","2006-2010","Grades 9 to 12","Total","Number","Margins of Error",907
"Hartford County","09003","2006-2010","Grades 9 to 12","Total","Percent","Enrolled Students",30.7
"Hartford County","09003","2006-2010","Grades 9 to 12","Total","Percent","Margins of Error",0
"Hartford County","09003","2006-2010","Grades 9 to 12","Public","Number","Enrolled Students",48573
"Hartford County","09003","2006-2010","Grades 9 to 12","Public","Number","Margins of Error",923
"Hartford County","09003","2006-2010","Grades 9 to 12","Public","Percent","Enrolled Students",90.9
"Hartford County","09003","2006-2010","Grades 9 to 12","Public","Percent","Margins of Error",1
"Hartford County","09003","2006-2010","Grades 9 to 12","Private","Number","Enrolled Students",4875
"Hartford County","09003","2006-2010","Grades 9 to 12","Private","Number","Margins of Error",455
"Hartford County","09003","2006-2010","Grades 9 to 12","Private","Percent","Enrolled Students",9.1
"Hartford County","09003","2006-2010","Grades 9 to 12","Private","Percent","Margins of Error",1
"Hartford County","09003","2007-2011","Total","Total","Number","Enrolled Students",172409
"Hartford County","09003","2007-2011","Total","Total","Number","Margins of Error",2010
"Hartford County","09003","2007-2011","Total","Total","Percent","Enrolled Students",100
"Hartford County","09003","2007-2011","Total","Total","Percent","Margins of Error",0
"Hartford County","09003","2007-2011","Total","Public","Number","Enrolled Students",152347
"Hartford County","09003","2007-2011","Total","Public","Number","Margins of Error",1995
"Hartford County","09003","2007-2011","Total","Public","Percent","Enrolled Students",88.4
"Hartford County","09003","2007-2011","Total","Public","Percent","Margins of Error",0
"Hartford County","09003","2007-2011","Total","Private","Number","Enrolled Students",20062
"Hartford County","09003","2007-2011","Total","Private","Number","Margins of Error",977
"Hartford County","09003","2007-2011","Total","Private","Percent","Enrolled Students",11.6
"Hartford County","09003","2007-2011","Total","Private","Percent","Margins of Error",1
"Hartford County","09003","2007-2011","Pre-K","Total","Number","Enrolled Students",15090
"Hartford County","09003","2007-2011","Pre-K","Total","Number","Margins of Error",660
"Hartford County","09003","2007-2011","Pre-K","Total","Percent","Enrolled Students",8.8
"Hartford County","09003","2007-2011","Pre-K","Total","Percent","Margins of Error",0
"Hartford County","09003","2007-2011","Pre-K","Public","Number","Enrolled Students",7901
"Hartford County","09003","2007-2011","Pre-K","Public","Number","Margins of Error",522
"Hartford County","09003","2007-2011","Pre-K","Public","Percent","Enrolled Students",52.4
"Hartford County","09003","2007-2011","Pre-K","Public","Percent","Margins of Error",3
"Hartford County","09003","2007-2011","Pre-K","Private","Number","Enrolled Students",7189
"Hartford County","09003","2007-2011","Pre-K","Private","Number","Margins of Error",503
"Hartford County","09003","2007-2011","Pre-K","Private","Percent","Enrolled Students",47.6
"Hartford County","09003","2007-2011","Pre-K","Private","Percent","Margins of Error",3
"Hartford County","09003","2007-2011","K","Total","Number","Enrolled Students",11267
"Hartford County","09003","2007-2011","K","Total","Number","Margins of Error",635
"Hartford County","09003","2007-2011","K","Total","Percent","Enrolled Students",6.5
"Hartford County","09003","2007-2011","K","Total","Percent","Margins of Error",0
"Hartford County","09003","2007-2011","K","Public","Number","Enrolled Students",9916
"Hartford County","09003","2007-2011","K","Public","Number","Margins of Error",624
"Hartford County","09003","2007-2011","K","Public","Percent","Enrolled Students",88
"Hartford County","09003","2007-2011","K","Public","Percent","Margins of Error",2
"Hartford County","09003","2007-2011","K","Private","Number","Enrolled Students",1351
"Hartford County","09003","2007-2011","K","Private","Number","Margins of Error",267
"Hartford County","09003","2007-2011","K","Private","Percent","Enrolled Students",12
"Hartford County","09003","2007-2011","K","Private","Percent","Margins of Error",2
"Hartford County","09003","2007-2011","Grades 1 to 4","Total","Number","Enrolled Students",46367
"Hartford County","09003","2007-2011","Grades 1 to 4","Total","Number","Margins of Error",1097
"Hartford County","09003","2007-2011","Grades 1 to 4","Total","Percent","Enrolled Students",26.9
"Hartford County","09003","2007-2011","Grades 1 to 4","Total","Percent","Margins of Error",1
"Hartford County","09003","2007-2011","Grades 1 to 4","Public","Number","Enrolled Students",42793
"Hartford County","09003","2007-2011","Grades 1 to 4","Public","Number","Margins of Error",1136
"Hartford County","09003","2007-2011","Grades 1 to 4","Public","Percent","Enrolled Students",92.3
"Hartford County","09003","2007-2011","Grades 1 to 4","Public","Percent","Margins of Error",1
"Hartford County","09003","2007-2011","Grades 1 to 4","Private","Number","Enrolled Students",3574
"Hartford County","09003","2007-2011","Grades 1 to 4","Private","Number","Margins of Error",468
"Hartford County","09003","2007-2011","Grades 1 to 4","Private","Percent","Enrolled Students",7.7
"Hartford County","09003","2007-2011","Grades 1 to 4","Private","Percent","Margins of Error",1
"Hartford County","09003","2007-2011","Grades 5 to 8","Total","Number","Enrolled Students",47125
"Hartford County","09003","2007-2011","Grades 5 to 8","Total","Number","Margins of Error",1088
"Hartford County","09003","2007-2011","Grades 5 to 8","Total","Percent","Enrolled Students",27.3
"Hartford County","09003","2007-2011","Grades 5 to 8","Total","Percent","Margins of Error",0
"Hartford County","09003","2007-2011","Grades 5 to 8","Public","Number","Enrolled Students",43533
"Hartford County","09003","2007-2011","Grades 5 to 8","Public","Number","Margins of Error",1107
"Hartford County","09003","2007-2011","Grades 5 to 8","Public","Percent","Enrolled Students",92.4
"Hartford County","09003","2007-2011","Grades 5 to 8","Public","Percent","Margins of Error",1
"Hartford County","09003","2007-2011","Grades 5 to 8","Private","Number","Enrolled Students",3592
"Hartford County","09003","2007-2011","Grades 5 to 8","Private","Number","Margins of Error",377
"Hartford County","09003","2007-2011","Grades 5 to 8","Private","Percent","Enrolled Students",7.6
"Hartford County","09003","2007-2011","Grades 5 to 8","Private","Percent","Margins of Error",1
"Hartford County","09003","2007-2011","Grades 9 to 12","Total","Number","Enrolled Students",52560
"Hartford County","09003","2007-2011","Grades 9 to 12","Total","Number","Margins of Error",902
"Hartford County","09003","2007-2011","Grades 9 to 12","Total","Percent","Enrolled Students",30.5
