FIPSCode,LocationType,Location,ParentCounty,GradeLevel,TimeFrame,DataFormat,Data
06601770,School District,Alameda Unified,Alameda County,Grade 5,2014,Percent,26.7
06601770,School District,Alameda Unified,Alameda County,Grade 5,2015,Percent,30.6
06601770,School District,Alameda Unified,Alameda County,Grade 5,2016,Percent,28.6
06601770,School District,Alameda Unified,Alameda County,Grade 5,2017,Percent,28.4
06601770,School District,Alameda Unified,Alameda County,Grade 5,2018,Percent,31.0
06601770,School District,Alameda Unified,Alameda County,Grade 7,2014,Percent,25.2
06601770,School District,Alameda Unified,Alameda County,Grade 7,2015,Percent,25.8
06601770,School District,Alameda Unified,Alameda County,Grade 7,2016,Percent,22.2
06601770,School District,Alameda Unified,Alameda County,Grade 7,2017,Percent,27.5
06601770,School District,Alameda Unified,Alameda County,Grade 7,2018,Percent,28.0
06601770,School District,Alameda Unified,Alameda County,Grade 9,2014,Percent,29.5
06601770,School District,Alameda Unified,Alameda County,Grade 9,2015,Percent,25.0
06601770,School District,Alameda Unified,Alameda County,Grade 9,2016,Percent,24.0
06601770,School District,Alameda Unified,Alameda County,Grade 9,2017,Percent,20.3
06601770,School District,Alameda Unified,Alameda County,Grade 9,2018,Percent,24.2
06001,County,Alameda County,,Grade 5,2014,Percent,38.6
06001,County,Alameda County,,Grade 5,2015,Percent,35.1
06001,County,Alameda County,,Grade 5,2016,Percent,36.2
06001,County,Alameda County,,Grade 5,2017,Percent,34.8
06001,County,Alameda County,,Grade 5,2018,Percent,36.2
06001,County,Alameda County,,Grade 7,2014,Percent,39.1
06001,County,Alameda County,,Grade 7,2015,Percent,35.6
06001,County,Alameda County,,Grade 7,2016,Percent,34.4
06001,County,Alameda County,,Grade 7,2017,Percent,34.4
06001,County,Alameda County,,Grade 7,2018,Percent,36.6
06001,County,Alameda County,,Grade 9,2014,Percent,36.9
06001,County,Alameda County,,Grade 9,2015,Percent,34.3
06001,County,Alameda County,,Grade 9,2016,Percent,33.1
06001,County,Alameda County,,Grade 9,2017,Percent,34.5
06001,County,Alameda County,,Grade 9,2018,Percent,33.8
06601860,School District,Albany City Unified,Alameda County,Grade 5,2014,Percent,21.7
06601860,School District,Albany City Unified,Alameda County,Grade 5,2015,Percent,24.1
06601860,School District,Albany City Unified,Alameda County,Grade 5,2016,Percent,17.7
06601860,School District,Albany City Unified,Alameda County,Grade 5,2017,Percent,19.8
06601860,School District,Albany City Unified,Alameda County,Grade 5,2018,Percent,18.9
06601860,School District,Albany City Unified,Alameda County,Grade 7,2014,Percent,21.7
06601860,School District,Albany City Unified,Alameda County,Grade 7,2015,Percent,25.3
06601860,School District,Albany City Unified,Alameda County,Grade 7,2016,Percent,26.4
06601860,School District,Albany City Unified,Alameda County,Grade 7,2017,Percent,27.4
06601860,School District,Albany City Unified,Alameda County,Grade 7,2018,Percent,28.2
06601860,School District,Albany City Unified,Alameda County,Grade 9,2014,Percent,27.4
06601860,School District,Albany City Unified,Alameda County,Grade 9,2015,Percent,24.8
06601860,School District,Albany City Unified,Alameda County,Grade 9,2016,Percent,18.0
06601860,School District,Albany City Unified,Alameda County,Grade 9,2017,Percent,25.9
06601860,School District,Albany City Unified,Alameda County,Grade 9,2018,Percent,27.5
06604740,School District,Berkeley Unified,Alameda County,Grade 5,2014,Percent,31.4
06604740,School District,Berkeley Unified,Alameda County,Grade 5,2015,Percent,20.4
06604740,School District,Berkeley Unified,Alameda County,Grade 5,2016,Percent,26.6
06604740,School District,Berkeley Unified,Alameda County,Grade 5,2017,Percent,25.0
06604740,School District,Berkeley Unified,Alameda County,Grade 5,2018,Percent,28.4
06604740,School District,Berkeley Unified,Alameda County,Grade 7,2014,Percent,29.8
06604740,School District,Berkeley Unified,Alameda County,Grade 7,2015,Percent,31.2
06604740,School District,Berkeley Unified,Alameda County,Grade 7,2016,Percent,32.2
06604740,School District,Berkeley Unified,Alameda County,Grade 7,2017,Percent,23.8
06604740,School District,Berkeley Unified,Alameda County,Grade 7,2018,Percent,25.0
06604740,School District,Berkeley Unified,Alameda County,Grade 9,2014,Percent,39.1
06604740,School District,Berkeley Unified,Alameda County,Grade 9,2015,Percent,32.6
06604740,School District,Berkeley Unified,Alameda County,Grade 9,2016,Percent,35.8
06604740,School District,Berkeley Unified,Alameda County,Grade 9,2017,Percent,48.1
06604740,School District,Berkeley Unified,Alameda County,Grade 9,2018,Percent,25.6
06607800,School District,Castro Valley Unified,Alameda County,Grade 5,2014,Percent,28.9
06607800,School District,Castro Valley Unified,Alameda County,Grade 5,2015,Percent,27.1
06607800,School District,Castro Valley Unified,Alameda County,Grade 5,2016,Percent,28.3
06607800,School District,Castro Valley Unified,Alameda County,Grade 5,2017,Percent,28.8
06607800,School District,Castro Valley Unified,Alameda County,Grade 5,2018,Percent,29.1
06607800,School District,Castro Valley Unified,Alameda County,Grade 7,2014,Percent,27.6
06607800,School District,Castro Valley Unified,Alameda County,Grade 7,2015,Percent,28.4
06607800,School District,Castro Valley Unified,Alameda County,Grade 7,2016,Percent,27.9
06607800,School District,Castro Valley Unified,Alameda County,Grade 7,2017,Percent,24.8
06607800,School District,Castro Valley Unified,Alameda County,Grade 7,2018,Percent,29.9
06607800,School District,Castro Valley Unified,Alameda County,Grade 9,2014,Percent,27.3
06607800,School District,Castro Valley Unified,Alameda County,Grade 9,2015,Percent,23.3
06607800,School District,Castro Valley Unified,Alameda County,Grade 9,2016,Percent,23.7
06607800,School District,Castro Valley Unified,Alameda County,Grade 9,2017,Percent,26.8
06607800,School District,Castro Valley Unified,Alameda County,Grade 9,2018,Percent,29.7
06600019,School District,Dublin Unified,Alameda County,Grade 5,2014,Percent,24.2
06600019,School District,Dublin Unified,Alameda County,Grade 5,2015,Percent,28.2
06600019,School District,Dublin Unified,Alameda County,Grade 5,2016,Percent,23.2
06600019,School District,Dublin Unified,Alameda County,Grade 5,2017,Percent,20.7
06600019,School District,Dublin Unified,Alameda County,Grade 5,2018,Percent,20.8
06600019,School District,Dublin Unified,Alameda County,Grade 7,2014,Percent,25.9
06600019,School District,Dublin Unified,Alameda County,Grade 7,2015,Percent,20.4
06600019,School District,Dublin Unified,Alameda County,Grade 7,2016,Percent,24.7
06600019,School District,Dublin Unified,Alameda County,Grade 7,2017,Percent,23.8
06600019,School District,Dublin Unified,Alameda County,Grade 7,2018,Percent,22.0
06600019,School District,Dublin Unified,Alameda County,Grade 9,2014,Percent,25.2
06600019,School District,Dublin Unified,Alameda County,Grade 9,2015,Percent,27.1
06600019,School District,Dublin Unified,Alameda County,Grade 9,2016,Percent,23.1
06600019,School District,Dublin Unified,Alameda County,Grade 9,2017,Percent,26.5
06600019,School District,Dublin Unified,Alameda County,Grade 9,2018,Percent,23.7
06612630,School District,Emery Unified,Alameda County,Grade 5,2014,Percent,N_A
06612630,School District,Emery Unified,Alameda County,Grade 5,2015,Percent,32.1
06612630,School District,Emery Unified,Alameda County,Grade 5,2016,Percent,49.2
06612630,School District,Emery Unified,Alameda County,Grade 5,2017,Percent,23.1
06612630,School District,Emery Unified,Alameda County,Grade 5,2018,Percent,17.3
06612630,School District,Emery Unified,Alameda County,Grade 7,2014,Percent,N_A
06612630,School District,Emery Unified,Alameda County,Grade 7,2015,Percent,44.0
06612630,School District,Emery Unified,Alameda County,Grade 7,2016,Percent,S
06612630,School District,Emery Unified,Alameda County,Grade 7,2017,Percent,20.3
06612630,School District,Emery Unified,Alameda County,Grade 7,2018,Percent,20.0
06612630,School District,Emery Unified,Alameda County,Grade 9,2014,Percent,N_A
06612630,School District,Emery Unified,Alameda County,Grade 9,2015,Percent,S
06612630,School District,Emery Unified,Alameda County,Grade 9,2016,Percent,S
06612630,School District,Emery Unified,Alameda County,Grade 9,2017,Percent,42.6
06612630,School District,Emery Unified,Alameda County,Grade 9,2018,Percent,46.5
06614400,School District,Fremont Unified,Alameda County,Grade 5,2014,Percent,26.9
06614400,School District,Fremont Unified,Alameda County,Grade 5,2015,Percent,26.3
06614400,School District,Fremont Unified,Alameda County,Grade 5,2016,Percent,26.4
06614400,School District,Fremont Unified,Alameda County,Grade 5,2017,Percent,24.4
06614400,School District,Fremont Unified,Alameda County,Grade 5,2018,Percent,27.6
06614400,School District,Fremont Unified,Alameda County,Grade 7,2014,Percent,25.9
06614400,School District,Fremont Unified,Alameda County,Grade 7,2015,Percent,27.7
06614400,School District,Fremont Unified,Alameda County,Grade 7,2016,Percent,26.0
06614400,School District,Fremont Unified,Alameda County,Grade 7,2017,Percent,26.6
06614400,School District,Fremont Unified,Alameda County,Grade 7,2018,Percent,27.2
06614400,School District,Fremont Unified,Alameda County,Grade 9,2014,Percent,27.6
06614400,School District,Fremont Unified,Alameda County,Grade 9,2015,Percent,27.1
06614400,School District,Fremont Unified,Alameda County,Grade 9,2016,Percent,23.7
06614400,School District,Fremont Unified,Alameda County,Grade 9,2017,Percent,26.0
06614400,School District,Fremont Unified,Alameda County,Grade 9,2018,Percent,23.0
06616740,School District,Hayward Unified,Alameda County,Grade 5,2014,Percent,49.0
06616740,School District,Hayward Unified,Alameda County,Grade 5,2015,Percent,46.7
06616740,School District,Hayward Unified,Alameda County,Grade 5,2016,Percent,48.6
06616740,School District,Hayward Unified,Alameda County,Grade 5,2017,Percent,50.9
06616740,School District,Hayward Unified,Alameda County,Grade 5,2018,Percent,51.6
06616740,School District,Hayward Unified,Alameda County,Grade 7,2014,Percent,49.7
06616740,School District,Hayward Unified,Alameda County,Grade 7,2015,Percent,51.0
06616740,School District,Hayward Unified,Alameda County,Grade 7,2016,Percent,48.4
06616740,School District,Hayward Unified,Alameda County,Grade 7,2017,Percent,51.8
06616740,School District,Hayward Unified,Alameda County,Grade 7,2018,Percent,52.8
06616740,School District,Hayward Unified,Alameda County,Grade 9,2014,Percent,49.5
06616740,School District,Hayward Unified,Alameda County,Grade 9,2015,Percent,53.2
06616740,School District,Hayward Unified,Alameda County,Grade 9,2016,Percent,49.3
06616740,School District,Hayward Unified,Alameda County,Grade 9,2017,Percent,50.6
06616740,School District,Hayward Unified,Alameda County,Grade 9,2018,Percent,45.6
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 5,2014,Percent,31.7
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 5,2015,Percent,34.4
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 5,2016,Percent,35.9
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 5,2017,Percent,32.1
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 5,2018,Percent,34.4
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 7,2014,Percent,34.1
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 7,2015,Percent,29.9
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 7,2016,Percent,30.1
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 7,2017,Percent,29.0
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 7,2018,Percent,31.1
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 9,2014,Percent,31.7
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 9,2015,Percent,32.8
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 9,2016,Percent,30.9
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 9,2017,Percent,28.9
06622110,School District,Livermore Valley Joint Unified,Alameda County,Grade 9,2018,Percent,32.4
06626130,School District,Mountain House Elementary,Alameda County,Grade 5,2014,Percent,S
06626130,School District,Mountain House Elementary,Alameda County,Grade 5,2015,Percent,N_A
06626130,School District,Mountain House Elementary,Alameda County,Grade 5,2016,Percent,N_A
06626130,School District,Mountain House Elementary,Alameda County,Grade 5,2017,Percent,S
06626130,School District,Mountain House Elementary,Alameda County,Grade 5,2018,Percent,S
06626130,School District,Mountain House Elementary,Alameda County,Grade 7,2014,Percent,S
06626130,School District,Mountain House Elementary,Alameda County,Grade 7,2015,Percent,N_A
06626130,School District,Mountain House Elementary,Alameda County,Grade 7,2016,Percent,N_A
06626130,School District,Mountain House Elementary,Alameda County,Grade 7,2017,Percent,S
06626130,School District,Mountain House Elementary,Alameda County,Grade 7,2018,Percent,S
06626130,School District,Mountain House Elementary,Alameda County,Grade 9,2014,Percent,S
06626130,School District,Mountain House Elementary,Alameda County,Grade 9,2015,Percent,N_A
06626130,School District,Mountain House Elementary,Alameda County,Grade 9,2016,Percent,N_A
06626130,School District,Mountain House Elementary,Alameda County,Grade 9,2017,Percent,S
06626130,School District,Mountain House Elementary,Alameda County,Grade 9,2018,Percent,S
06626910,School District,New Haven Unified,Alameda County,Grade 5,2014,Percent,S
06626910,School District,New Haven Unified,Alameda County,Grade 5,2015,Percent,44.2
06626910,School District,New Haven Unified,Alameda County,Grade 5,2016,Percent,50.5
06626910,School District,New Haven Unified,Alameda County,Grade 5,2017,Percent,42.4
06626910,School District,New Haven Unified,Alameda County,Grade 5,2018,Percent,41.8
06626910,School District,New Haven Unified,Alameda County,Grade 7,2014,Percent,S
06626910,School District,New Haven Unified,Alameda County,Grade 7,2015,Percent,41.1
06626910,School District,New Haven Unified,Alameda County,Grade 7,2016,Percent,38.4
06626910,School District,New Haven Unified,Alameda County,Grade 7,2017,Percent,41.4
06626910,School District,New Haven Unified,Alameda County,Grade 7,2018,Percent,48.7
06626910,School District,New Haven Unified,Alameda County,Grade 9,2014,Percent,S
06626910,School District,New Haven Unified,Alameda County,Grade 9,2015,Percent,34.7
06626910,School District,New Haven Unified,Alameda County,Grade 9,2016,Percent,35.7
06626910,School District,New Haven Unified,Alameda County,Grade 9,2017,Percent,34.7
06626910,School District,New Haven Unified,Alameda County,Grade 9,2018,Percent,40.6
06627060,School District,Newark Unified,Alameda County,Grade 5,2014,Percent,43.1
06627060,School District,Newark Unified,Alameda County,Grade 5,2015,Percent,46.4
06627060,School District,Newark Unified,Alameda County,Grade 5,2016,Percent,43.3
06627060,School District,Newark Unified,Alameda County,Grade 5,2017,Percent,46.9
06627060,School District,Newark Unified,Alameda County,Grade 5,2018,Percent,46.2
06627060,School District,Newark Unified,Alameda County,Grade 7,2014,Percent,48.1
06627060,School District,Newark Unified,Alameda County,Grade 7,2015,Percent,50.3
06627060,School District,Newark Unified,Alameda County,Grade 7,2016,Percent,46.4
06627060,School District,Newark Unified,Alameda County,Grade 7,2017,Percent,43.2
06627060,School District,Newark Unified,Alameda County,Grade 7,2018,Percent,42.7
06627060,School District,Newark Unified,Alameda County,Grade 9,2014,Percent,39.3
06627060,School District,Newark Unified,Alameda County,Grade 9,2015,Percent,37.1
06627060,School District,Newark Unified,Alameda County,Grade 9,2016,Percent,40.1
06627060,School District,Newark Unified,Alameda County,Grade 9,2017,Percent,44.0
06627060,School District,Newark Unified,Alameda County,Grade 9,2018,Percent,39.3
06628050,School District,Oakland Unified,Alameda County,Grade 5,2014,Percent,41.9
06628050,School District,Oakland Unified,Alameda County,Grade 5,2015,Percent,41.1
06628050,School District,Oakland Unified,Alameda County,Grade 5,2016,Percent,42.8
06628050,School District,Oakland Unified,Alameda County,Grade 5,2017,Percent,40.6
06628050,School District,Oakland Unified,Alameda County,Grade 5,2018,Percent,41.1
06628050,School District,Oakland Unified,Alameda County,Grade 7,2014,Percent,45.6
06628050,School District,Oakland Unified,Alameda County,Grade 7,2015,Percent,47.4
06628050,School District,Oakland Unified,Alameda County,Grade 7,2016,Percent,45.3
06628050,School District,Oakland Unified,Alameda County,Grade 7,2017,Percent,47.2
06628050,School District,Oakland Unified,Alameda County,Grade 7,2018,Percent,51.1
06628050,School District,Oakland Unified,Alameda County,Grade 9,2014,Percent,41.9
06628050,School District,Oakland Unified,Alameda County,Grade 9,2015,Percent,43.6
06628050,School District,Oakland Unified,Alameda County,Grade 9,2016,Percent,40.1
06628050,School District,Oakland Unified,Alameda County,Grade 9,2017,Percent,45.6
06628050,School District,Oakland Unified,Alameda County,Grade 9,2018,Percent,43.2
06630330,School District,Piedmont City Unified,Alameda County,Grade 5,2014,Percent,13.2
06630330,School District,Piedmont City Unified,Alameda County,Grade 5,2015,Percent,14.0
06630330,School District,Piedmont City Unified,Alameda County,Grade 5,2016,Percent,17.8
06630330,School District,Piedmont City Unified,Alameda County,Grade 5,2017,Percent,13.9
06630330,School District,Piedmont City Unified,Alameda County,Grade 5,2018,Percent,14.8
06630330,School District,Piedmont City Unified,Alameda County,Grade 7,2014,Percent,20.1
06630330,School District,Piedmont City Unified,Alameda County,Grade 7,2015,Percent,17.9
06630330,School District,Piedmont City Unified,Alameda County,Grade 7,2016,Percent,16.9
06630330,School District,Piedmont City Unified,Alameda County,Grade 7,2017,Percent,16.5
06630330,School District,Piedmont City Unified,Alameda County,Grade 7,2018,Percent,10.7
06630330,School District,Piedmont City Unified,Alameda County,Grade 9,2014,Percent,14.0
06630330,School District,Piedmont City Unified,Alameda County,Grade 9,2015,Percent,15.4
06630330,School District,Piedmont City Unified,Alameda County,Grade 9,2016,Percent,20.4
06630330,School District,Piedmont City Unified,Alameda County,Grade 9,2017,Percent,18.2
06630330,School District,Piedmont City Unified,Alameda County,Grade 9,2018,Percent,19.0
06600020,School District,Pleasanton Unified,Alameda County,Grade 5,2014,Percent,21.7
06600020,School District,Pleasanton Unified,Alameda County,Grade 5,2015,Percent,24.5
06600020,School District,Pleasanton Unified,Alameda County,Grade 5,2016,Percent,26.5
06600020,School District,Pleasanton Unified,Alameda County,Grade 5,2017,Percent,23.6
06600020,School District,Pleasanton Unified,Alameda County,Grade 5,2018,Percent,23.1
06600020,School District,Pleasanton Unified,Alameda County,Grade 7,2014,Percent,19.2
06600020,School District,Pleasanton Unified,Alameda County,Grade 7,2015,Percent,17.9
06600020,School District,Pleasanton Unified,Alameda County,Grade 7,2016,Percent,16.4
06600020,School District,Pleasanton Unified,Alameda County,Grade 7,2017,Percent,18.1
06600020,School District,Pleasanton Unified,Alameda County,Grade 7,2018,Percent,16.9
06600020,School District,Pleasanton Unified,Alameda County,Grade 9,2014,Percent,21.1
06600020,School District,Pleasanton Unified,Alameda County,Grade 9,2015,Percent,19.3
06600020,School District,Pleasanton Unified,Alameda County,Grade 9,2016,Percent,17.9
06600020,School District,Pleasanton Unified,Alameda County,Grade 9,2017,Percent,17.7
06600020,School District,Pleasanton Unified,Alameda County,Grade 9,2018,Percent,18.2
06634680,School District,San Leandro Unified,Alameda County,Grade 5,2014,Percent,43.9
06634680,School District,San Leandro Unified,Alameda County,Grade 5,2015,Percent,43.9
06634680,School District,San Leandro Unified,Alameda County,Grade 5,2016,Percent,45.4
06634680,School District,San Leandro Unified,Alameda County,Grade 5,2017,Percent,44.8
06634680,School District,San Leandro Unified,Alameda County,Grade 5,2018,Percent,47.0
06634680,School District,San Leandro Unified,Alameda County,Grade 7,2014,Percent,41.1
06634680,School District,San Leandro Unified,Alameda County,Grade 7,2015,Percent,41.6
06634680,School District,San Leandro Unified,Alameda County,Grade 7,2016,Percent,43.8
06634680,School District,San Leandro Unified,Alameda County,Grade 7,2017,Percent,45.3
06634680,School District,San Leandro Unified,Alameda County,Grade 7,2018,Percent,42.0
06634680,School District,San Leandro Unified,Alameda County,Grade 9,2014,Percent,42.3
06634680,School District,San Leandro Unified,Alameda County,Grade 9,2015,Percent,42.2
06634680,School District,San Leandro Unified,Alameda County,Grade 9,2016,Percent,38.1
06634680,School District,San Leandro Unified,Alameda County,Grade 9,2017,Percent,43.4
06634680,School District,San Leandro Unified,Alameda County,Grade 9,2018,Percent,43.9
06634710,School District,San Lorenzo Unified,Alameda County,Grade 5,2014,Percent,44.2
06634710,School District,San Lorenzo Unified,Alameda County,Grade 5,2015,Percent,46.1
06634710,School District,San Lorenzo Unified,Alameda County,Grade 5,2016,Percent,46.3
06634710,School District,San Lorenzo Unified,Alameda County,Grade 5,2017,Percent,44.7
06634710,School District,San Lorenzo Unified,Alameda County,Grade 5,2018,Percent,50.0
06634710,School District,San Lorenzo Unified,Alameda County,Grade 7,2014,Percent,44.6
06634710,School District,San Lorenzo Unified,Alameda County,Grade 7,2015,Percent,41.7
06634710,School District,San Lorenzo Unified,Alameda County,Grade 7,2016,Percent,42.5
06634710,School District,San Lorenzo Unified,Alameda County,Grade 7,2017,Percent,45.7
06634710,School District,San Lorenzo Unified,Alameda County,Grade 7,2018,Percent,50.5
06634710,School District,San Lorenzo Unified,Alameda County,Grade 9,2014,Percent,42.8
06634710,School District,San Lorenzo Unified,Alameda County,Grade 9,2015,Percent,41.3
06634710,School District,San Lorenzo Unified,Alameda County,Grade 9,2016,Percent,43.7
06634710,School District,San Lorenzo Unified,Alameda County,Grade 9,2017,Percent,39.7
06634710,School District,San Lorenzo Unified,Alameda County,Grade 9,2018,Percent,43.2
06600021,School District,Sunol Glen Unified,Alameda County,Grade 5,2014,Percent,20.7
06600021,School District,Sunol Glen Unified,Alameda County,Grade 5,2015,Percent,10.3
06600021,School District,Sunol Glen Unified,Alameda County,Grade 5,2016,Percent,6.5
06600021,School District,Sunol Glen Unified,Alameda County,Grade 5,2017,Percent,24.2
06600021,School District,Sunol Glen Unified,Alameda County,Grade 5,2018,Percent,25.0
06600021,School District,Sunol Glen Unified,Alameda County,Grade 7,2014,Percent,S
06600021,School District,Sunol Glen Unified,Alameda County,Grade 7,2015,Percent,21.2
06600021,School District,Sunol Glen Unified,Alameda County,Grade 7,2016,Percent,S
06600021,School District,Sunol Glen Unified,Alameda County,Grade 7,2017,Percent,S
06600021,School District,Sunol Glen Unified,Alameda County,Grade 7,2018,Percent,9.7
06600021,School District,Sunol Glen Unified,Alameda County,Grade 9,2014,Percent,S
06600021,School District,Sunol Glen Unified,Alameda County,Grade 9,2015,Percent,S
06600021,School District,Sunol Glen Unified,Alameda County,Grade 9,2016,Percent,S
06600021,School District,Sunol Glen Unified,Alameda County,Grade 9,2017,Percent,S
06600021,School District,Sunol Glen Unified,Alameda County,Grade 9,2018,Percent,S
06003,County,Alpine County,,Grade 5,2014,Percent,S
06003,County,Alpine County,,Grade 5,2015,Percent,S
06003,County,Alpine County,,Grade 5,2016,Percent,S
06003,County,Alpine County,,Grade 5,2017,Percent,S
06003,County,Alpine County,,Grade 5,2018,Percent,S
06003,County,Alpine County,,Grade 7,2014,Percent,S
06003,County,Alpine County,,Grade 7,2015,Percent,S
06003,County,Alpine County,,Grade 7,2016,Percent,S
06003,County,Alpine County,,Grade 7,2017,Percent,S
06003,County,Alpine County,,Grade 7,2018,Percent,S
06003,County,Alpine County,,Grade 9,2014,Percent,S
06003,County,Alpine County,,Grade 9,2015,Percent,S
06003,County,Alpine County,,Grade 9,2016,Percent,S
06003,County,Alpine County,,Grade 9,2017,Percent,S
06003,County,Alpine County,,Grade 9,2018,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 5,2014,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 5,2015,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 5,2016,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 5,2017,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 5,2018,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 7,2014,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 7,2015,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 7,2016,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 7,2017,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 7,2018,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 9,2014,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 9,2015,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 9,2016,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 9,2017,Percent,S
06602070,School District,Alpine County Unified,Alpine County,Grade 9,2018,Percent,S
06005,County,Amador County,,Grade 5,2014,Percent,38.8
06005,County,Amador County,,Grade 5,2015,Percent,32.8
06005,County,Amador County,,Grade 5,2016,Percent,37.8
06005,County,Amador County,,Grade 5,2017,Percent,42.0
06005,County,Amador County,,Grade 5,2018,Percent,34.2
06005,County,Amador County,,Grade 7,2014,Percent,31.7
06005,County,Amador County,,Grade 7,2015,Percent,28.2
06005,County,Amador County,,Grade 7,2016,Percent,35.6
06005,County,Amador County,,Grade 7,2017,Percent,31.3
06005,County,Amador County,,Grade 7,2018,Percent,38.7
06005,County,Amador County,,Grade 9,2014,Percent,36.2
06005,County,Amador County,,Grade 9,2015,Percent,32.6
06005,County,Amador County,,Grade 9,2016,Percent,30.9
06005,County,Amador County,,Grade 9,2017,Percent,36.1
06005,County,Amador County,,Grade 9,2018,Percent,40.3
06602450,School District,Amador County Unified,Amador County,Grade 5,2014,Percent,37.0
06602450,School District,Amador County Unified,Amador County,Grade 5,2015,Percent,32.7
06602450,School District,Amador County Unified,Amador County,Grade 5,2016,Percent,36.3
06602450,School District,Amador County Unified,Amador County,Grade 5,2017,Percent,40.9
06602450,School District,Amador County Unified,Amador County,Grade 5,2018,Percent,34.2
06602450,School District,Amador County Unified,Amador County,Grade 7,2014,Percent,28.7
06602450,School District,Amador County Unified,Amador County,Grade 7,2015,Percent,28.4
06602450,School District,Amador County Unified,Amador County,Grade 7,2016,Percent,35.2
06602450,School District,Amador County Unified,Amador County,Grade 7,2017,Percent,30.8
06602450,School District,Amador County Unified,Amador County,Grade 7,2018,Percent,38.6
06602450,School District,Amador County Unified,Amador County,Grade 9,2014,Percent,35.5
06602450,School District,Amador County Unified,Amador County,Grade 9,2015,Percent,32.0
06602450,School District,Amador County Unified,Amador County,Grade 9,2016,Percent,30.6
06602450,School District,Amador County Unified,Amador County,Grade 9,2017,Percent,36.0
06602450,School District,Amador County Unified,Amador County,Grade 9,2018,Percent,40.5
06603780,School District,Bangor Union Elementary,Butte County,Grade 5,2014,Percent,S
06603780,School District,Bangor Union Elementary,Butte County,Grade 5,2015,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 5,2016,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 5,2017,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 5,2018,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 7,2014,Percent,S
06603780,School District,Bangor Union Elementary,Butte County,Grade 7,2015,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 7,2016,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 7,2017,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 7,2018,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 9,2014,Percent,S
06603780,School District,Bangor Union Elementary,Butte County,Grade 9,2015,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 9,2016,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 9,2017,Percent,N_A
06603780,School District,Bangor Union Elementary,Butte County,Grade 9,2018,Percent,N_A
06605040,School District,Biggs Unified,Butte County,Grade 5,2014,Percent,58.3
06605040,School District,Biggs Unified,Butte County,Grade 5,2015,Percent,N_A
06605040,School District,Biggs Unified,Butte County,Grade 5,2016,Percent,S
06605040,School District,Biggs Unified,Butte County,Grade 5,2017,Percent,S
06605040,School District,Biggs Unified,Butte County,Grade 5,2018,Percent,S
06605040,School District,Biggs Unified,Butte County,Grade 7,2014,Percent,47.8
06605040,School District,Biggs Unified,Butte County,Grade 7,2015,Percent,N_A
06605040,School District,Biggs Unified,Butte County,Grade 7,2016,Percent,44.6
06605040,School District,Biggs Unified,Butte County,Grade 7,2017,Percent,40.8
06605040,School District,Biggs Unified,Butte County,Grade 7,2018,Percent,S
06605040,School District,Biggs Unified,Butte County,Grade 9,2014,Percent,S
06605040,School District,Biggs Unified,Butte County,Grade 9,2015,Percent,N_A
06605040,School District,Biggs Unified,Butte County,Grade 9,2016,Percent,32.7
