FIPSCode,LocationType,Location,ParentCounty,Gender,GradeLevel,TimeFrame,DataFormat,Data
06,State,California,,Female,Grade 5,2014,Percent,37.1
06,State,California,,Female,Grade 5,2015,Percent,37.1
06,State,California,,Female,Grade 5,2016,Percent,36.9
06,State,California,,Female,Grade 5,2017,Percent,37.5
06,State,California,,Female,Grade 5,2018,Percent,36.8
06,State,California,,Female,Grade 7,2014,Percent,36.8
06,State,California,,Female,Grade 7,2015,Percent,36.9
06,State,California,,Female,Grade 7,2016,Percent,36.2
06,State,California,,Female,Grade 7,2017,Percent,36.9
06,State,California,,Female,Grade 7,2018,Percent,37.0
06,State,California,,Female,Grade 9,2014,Percent,34.5
06,State,California,,Female,Grade 9,2015,Percent,34.8
06,State,California,,Female,Grade 9,2016,Percent,35.1
06,State,California,,Female,Grade 9,2017,Percent,36.2
06,State,California,,Female,Grade 9,2018,Percent,36.1
06,State,California,,Male,Grade 5,2014,Percent,43.7
06,State,California,,Male,Grade 5,2015,Percent,43.5
06,State,California,,Male,Grade 5,2016,Percent,43.7
06,State,California,,Male,Grade 5,2017,Percent,43.8
06,State,California,,Male,Grade 5,2018,Percent,44.0
06,State,California,,Male,Grade 7,2014,Percent,40.1
06,State,California,,Male,Grade 7,2015,Percent,40.0
06,State,California,,Male,Grade 7,2016,Percent,39.9
06,State,California,,Male,Grade 7,2017,Percent,40.4
06,State,California,,Male,Grade 7,2018,Percent,40.9
06,State,California,,Male,Grade 9,2014,Percent,37.0
06,State,California,,Male,Grade 9,2015,Percent,37.0
06,State,California,,Male,Grade 9,2016,Percent,37.3
06,State,California,,Male,Grade 9,2017,Percent,38.2
06,State,California,,Male,Grade 9,2018,Percent,38.5
06001,County,Alameda County,,Female,Grade 5,2014,Percent,35.2
06001,County,Alameda County,,Female,Grade 5,2015,Percent,31.3
06001,County,Alameda County,,Female,Grade 5,2016,Percent,32.8
06001,County,Alameda County,,Female,Grade 5,2017,Percent,31.8
06001,County,Alameda County,,Female,Grade 5,2018,Percent,32.9
06001,County,Alameda County,,Female,Grade 7,2014,Percent,36.8
06001,County,Alameda County,,Female,Grade 7,2015,Percent,34.2
06001,County,Alameda County,,Female,Grade 7,2016,Percent,32.4
06001,County,Alameda County,,Female,Grade 7,2017,Percent,32.0
06001,County,Alameda County,,Female,Grade 7,2018,Percent,34.8
06001,County,Alameda County,,Female,Grade 9,2014,Percent,35.5
06001,County,Alameda County,,Female,Grade 9,2015,Percent,33.4
06001,County,Alameda County,,Female,Grade 9,2016,Percent,31.9
06001,County,Alameda County,,Female,Grade 9,2017,Percent,34.3
06001,County,Alameda County,,Female,Grade 9,2018,Percent,32.8
06001,County,Alameda County,,Male,Grade 5,2014,Percent,41.9
06001,County,Alameda County,,Male,Grade 5,2015,Percent,38.8
06001,County,Alameda County,,Male,Grade 5,2016,Percent,39.5
06001,County,Alameda County,,Male,Grade 5,2017,Percent,37.7
06001,County,Alameda County,,Male,Grade 5,2018,Percent,39.3
06001,County,Alameda County,,Male,Grade 7,2014,Percent,41.3
06001,County,Alameda County,,Male,Grade 7,2015,Percent,36.9
06001,County,Alameda County,,Male,Grade 7,2016,Percent,36.3
06001,County,Alameda County,,Male,Grade 7,2017,Percent,36.7
06001,County,Alameda County,,Male,Grade 7,2018,Percent,38.4
06001,County,Alameda County,,Male,Grade 9,2014,Percent,38.3
06001,County,Alameda County,,Male,Grade 9,2015,Percent,35.2
06001,County,Alameda County,,Male,Grade 9,2016,Percent,34.1
06001,County,Alameda County,,Male,Grade 9,2017,Percent,34.7
06001,County,Alameda County,,Male,Grade 9,2018,Percent,34.8
06003,County,Alpine County,,Female,Grade 5,2014,Percent,S
06003,County,Alpine County,,Female,Grade 5,2015,Percent,S
06003,County,Alpine County,,Female,Grade 5,2016,Percent,S
06003,County,Alpine County,,Female,Grade 5,2017,Percent,S
06003,County,Alpine County,,Female,Grade 5,2018,Percent,S
06003,County,Alpine County,,Female,Grade 7,2014,Percent,S
06003,County,Alpine County,,Female,Grade 7,2015,Percent,S
06003,County,Alpine County,,Female,Grade 7,2016,Percent,S
06003,County,Alpine County,,Female,Grade 7,2017,Percent,S
06003,County,Alpine County,,Female,Grade 7,2018,Percent,S
06003,County,Alpine County,,Female,Grade 9,2014,Percent,S
06003,County,Alpine County,,Female,Grade 9,2015,Percent,S
06003,County,Alpine County,,Female,Grade 9,2016,Percent,S
06003,County,Alpine County,,Female,Grade 9,2017,Percent,S
06003,County,Alpine County,,Female,Grade 9,2018,Percent,S
06003,County,Alpine County,,Male,Grade 5,2014,Percent,S
06003,County,Alpine County,,Male,Grade 5,2015,Percent,S
06003,County,Alpine County,,Male,Grade 5,2016,Percent,S
06003,County,Alpine County,,Male,Grade 5,2017,Percent,S
06003,County,Alpine County,,Male,Grade 5,2018,Percent,S
06003,County,Alpine County,,Male,Grade 7,2014,Percent,S
06003,County,Alpine County,,Male,Grade 7,2015,Percent,S
06003,County,Alpine County,,Male,Grade 7,2016,Percent,S
06003,County,Alpine County,,Male,Grade 7,2017,Percent,S
06003,County,Alpine County,,Male,Grade 7,2018,Percent,S
06003,County,Alpine County,,Male,Grade 9,2014,Percent,S
06003,County,Alpine County,,Male,Grade 9,2015,Percent,S
06003,County,Alpine County,,Male,Grade 9,2016,Percent,S
06003,County,Alpine County,,Male,Grade 9,2017,Percent,S
06003,County,Alpine County,,Male,Grade 9,2018,Percent,S
06007,County,Butte County,,Female,Grade 5,2014,Percent,35.2
06007,County,Butte County,,Female,Grade 5,2015,Percent,37.9
06007,County,Butte County,,Female,Grade 5,2016,Percent,37.2
06007,County,Butte County,,Female,Grade 5,2017,Percent,35.5
06007,County,Butte County,,Female,Grade 5,2018,Percent,37.8
06007,County,Butte County,,Female,Grade 7,2014,Percent,41.7
06007,County,Butte County,,Female,Grade 7,2015,Percent,36.1
06007,County,Butte County,,Female,Grade 7,2016,Percent,33.2
06007,County,Butte County,,Female,Grade 7,2017,Percent,36.6
06007,County,Butte County,,Female,Grade 7,2018,Percent,37.1
06007,County,Butte County,,Female,Grade 9,2014,Percent,35.4
06007,County,Butte County,,Female,Grade 9,2015,Percent,32.4
06007,County,Butte County,,Female,Grade 9,2016,Percent,35.4
06007,County,Butte County,,Female,Grade 9,2017,Percent,37.5
06007,County,Butte County,,Female,Grade 9,2018,Percent,36.6
06007,County,Butte County,,Male,Grade 5,2014,Percent,37.8
06007,County,Butte County,,Male,Grade 5,2015,Percent,41.0
06007,County,Butte County,,Male,Grade 5,2016,Percent,38.4
06007,County,Butte County,,Male,Grade 5,2017,Percent,41.3
06007,County,Butte County,,Male,Grade 5,2018,Percent,41.5
06007,County,Butte County,,Male,Grade 7,2014,Percent,37.1
06007,County,Butte County,,Male,Grade 7,2015,Percent,37.2
06007,County,Butte County,,Male,Grade 7,2016,Percent,39.4
06007,County,Butte County,,Male,Grade 7,2017,Percent,40.4
06007,County,Butte County,,Male,Grade 7,2018,Percent,38.9
06007,County,Butte County,,Male,Grade 9,2014,Percent,35.3
06007,County,Butte County,,Male,Grade 9,2015,Percent,33.9
06007,County,Butte County,,Male,Grade 9,2016,Percent,36.4
06007,County,Butte County,,Male,Grade 9,2017,Percent,38.8
06007,County,Butte County,,Male,Grade 9,2018,Percent,37.2
06009,County,Calaveras County,,Female,Grade 5,2014,Percent,32.9
06009,County,Calaveras County,,Female,Grade 5,2015,Percent,32.8
06009,County,Calaveras County,,Female,Grade 5,2016,Percent,25.6
06009,County,Calaveras County,,Female,Grade 5,2017,Percent,37.6
06009,County,Calaveras County,,Female,Grade 5,2018,Percent,29.7
06009,County,Calaveras County,,Female,Grade 7,2014,Percent,24.2
06009,County,Calaveras County,,Female,Grade 7,2015,Percent,30.1
06009,County,Calaveras County,,Female,Grade 7,2016,Percent,37.8
06009,County,Calaveras County,,Female,Grade 7,2017,Percent,39.5
06009,County,Calaveras County,,Female,Grade 7,2018,Percent,29.3
06009,County,Calaveras County,,Female,Grade 9,2014,Percent,30.7
06009,County,Calaveras County,,Female,Grade 9,2015,Percent,43.8
06009,County,Calaveras County,,Female,Grade 9,2016,Percent,32.0
06009,County,Calaveras County,,Female,Grade 9,2017,Percent,25.7
06009,County,Calaveras County,,Female,Grade 9,2018,Percent,37.4
06009,County,Calaveras County,,Male,Grade 5,2014,Percent,32.4
06009,County,Calaveras County,,Male,Grade 5,2015,Percent,40.3
06009,County,Calaveras County,,Male,Grade 5,2016,Percent,43.5
06009,County,Calaveras County,,Male,Grade 5,2017,Percent,36.7
06009,County,Calaveras County,,Male,Grade 5,2018,Percent,42.2
06009,County,Calaveras County,,Male,Grade 7,2014,Percent,33.2
06009,County,Calaveras County,,Male,Grade 7,2015,Percent,31.9
06009,County,Calaveras County,,Male,Grade 7,2016,Percent,38.0
06009,County,Calaveras County,,Male,Grade 7,2017,Percent,35.8
06009,County,Calaveras County,,Male,Grade 7,2018,Percent,42.1
06009,County,Calaveras County,,Male,Grade 9,2014,Percent,34.2
06009,County,Calaveras County,,Male,Grade 9,2015,Percent,37.4
06009,County,Calaveras County,,Male,Grade 9,2016,Percent,34.9
06009,County,Calaveras County,,Male,Grade 9,2017,Percent,23.8
06009,County,Calaveras County,,Male,Grade 9,2018,Percent,38.9
06011,County,Colusa County,,Female,Grade 5,2014,Percent,40.3
06011,County,Colusa County,,Female,Grade 5,2015,Percent,41.8
06011,County,Colusa County,,Female,Grade 5,2016,Percent,48.1
06011,County,Colusa County,,Female,Grade 5,2017,Percent,40.8
06011,County,Colusa County,,Female,Grade 5,2018,Percent,51.4
06011,County,Colusa County,,Female,Grade 7,2014,Percent,36.8
06011,County,Colusa County,,Female,Grade 7,2015,Percent,43.0
06011,County,Colusa County,,Female,Grade 7,2016,Percent,39.7
06011,County,Colusa County,,Female,Grade 7,2017,Percent,49.6
06011,County,Colusa County,,Female,Grade 7,2018,Percent,46.3
06011,County,Colusa County,,Female,Grade 9,2014,Percent,37.9
06011,County,Colusa County,,Female,Grade 9,2015,Percent,45.4
06011,County,Colusa County,,Female,Grade 9,2016,Percent,33.8
06011,County,Colusa County,,Female,Grade 9,2017,Percent,48.0
06011,County,Colusa County,,Female,Grade 9,2018,Percent,40.8
06011,County,Colusa County,,Male,Grade 5,2014,Percent,48.0
06011,County,Colusa County,,Male,Grade 5,2015,Percent,47.0
06011,County,Colusa County,,Male,Grade 5,2016,Percent,44.6
06011,County,Colusa County,,Male,Grade 5,2017,Percent,44.5
06011,County,Colusa County,,Male,Grade 5,2018,Percent,52.9
06011,County,Colusa County,,Male,Grade 7,2014,Percent,44.2
06011,County,Colusa County,,Male,Grade 7,2015,Percent,57.1
06011,County,Colusa County,,Male,Grade 7,2016,Percent,48.6
06011,County,Colusa County,,Male,Grade 7,2017,Percent,47.3
06011,County,Colusa County,,Male,Grade 7,2018,Percent,42.2
06011,County,Colusa County,,Male,Grade 9,2014,Percent,37.9
06011,County,Colusa County,,Male,Grade 9,2015,Percent,52.2
06011,County,Colusa County,,Male,Grade 9,2016,Percent,50.3
06011,County,Colusa County,,Male,Grade 9,2017,Percent,48.1
06011,County,Colusa County,,Male,Grade 9,2018,Percent,42.2
06013,County,Contra Costa County,,Female,Grade 5,2014,Percent,32.6
06013,County,Contra Costa County,,Female,Grade 5,2015,Percent,32.6
06013,County,Contra Costa County,,Female,Grade 5,2016,Percent,32.9
06013,County,Contra Costa County,,Female,Grade 5,2017,Percent,33.5
06013,County,Contra Costa County,,Female,Grade 5,2018,Percent,33.5
06013,County,Contra Costa County,,Female,Grade 7,2014,Percent,34.1
06013,County,Contra Costa County,,Female,Grade 7,2015,Percent,34.8
06013,County,Contra Costa County,,Female,Grade 7,2016,Percent,33.5
06013,County,Contra Costa County,,Female,Grade 7,2017,Percent,34.5
06013,County,Contra Costa County,,Female,Grade 7,2018,Percent,35.1
06013,County,Contra Costa County,,Female,Grade 9,2014,Percent,31.5
06013,County,Contra Costa County,,Female,Grade 9,2015,Percent,32.1
06013,County,Contra Costa County,,Female,Grade 9,2016,Percent,33.4
06013,County,Contra Costa County,,Female,Grade 9,2017,Percent,32.9
06013,County,Contra Costa County,,Female,Grade 9,2018,Percent,33.6
06013,County,Contra Costa County,,Male,Grade 5,2014,Percent,37.3
06013,County,Contra Costa County,,Male,Grade 5,2015,Percent,37.4
06013,County,Contra Costa County,,Male,Grade 5,2016,Percent,37.6
06013,County,Contra Costa County,,Male,Grade 5,2017,Percent,38.2
06013,County,Contra Costa County,,Male,Grade 5,2018,Percent,38.6
06013,County,Contra Costa County,,Male,Grade 7,2014,Percent,36.0
06013,County,Contra Costa County,,Male,Grade 7,2015,Percent,36.5
06013,County,Contra Costa County,,Male,Grade 7,2016,Percent,35.5
06013,County,Contra Costa County,,Male,Grade 7,2017,Percent,36.2
06013,County,Contra Costa County,,Male,Grade 7,2018,Percent,36.3
06013,County,Contra Costa County,,Male,Grade 9,2014,Percent,33.5
06013,County,Contra Costa County,,Male,Grade 9,2015,Percent,33.7
06013,County,Contra Costa County,,Male,Grade 9,2016,Percent,34.5
06013,County,Contra Costa County,,Male,Grade 9,2017,Percent,34.0
06013,County,Contra Costa County,,Male,Grade 9,2018,Percent,33.1
06015,County,Del Norte County,,Female,Grade 5,2014,Percent,44.1
06015,County,Del Norte County,,Female,Grade 5,2015,Percent,51.5
06015,County,Del Norte County,,Female,Grade 5,2016,Percent,49.7
06015,County,Del Norte County,,Female,Grade 5,2017,Percent,47.7
06015,County,Del Norte County,,Female,Grade 5,2018,Percent,38.9
06015,County,Del Norte County,,Female,Grade 7,2014,Percent,47.8
06015,County,Del Norte County,,Female,Grade 7,2015,Percent,40.9
06015,County,Del Norte County,,Female,Grade 7,2016,Percent,47.8
06015,County,Del Norte County,,Female,Grade 7,2017,Percent,54.5
06015,County,Del Norte County,,Female,Grade 7,2018,Percent,50.7
06015,County,Del Norte County,,Female,Grade 9,2014,Percent,43.2
06015,County,Del Norte County,,Female,Grade 9,2015,Percent,49.7
06015,County,Del Norte County,,Female,Grade 9,2016,Percent,49.2
06015,County,Del Norte County,,Female,Grade 9,2017,Percent,42.9
06015,County,Del Norte County,,Female,Grade 9,2018,Percent,53.3
06015,County,Del Norte County,,Male,Grade 5,2014,Percent,51.5
06015,County,Del Norte County,,Male,Grade 5,2015,Percent,56.0
06015,County,Del Norte County,,Male,Grade 5,2016,Percent,42.9
06015,County,Del Norte County,,Male,Grade 5,2017,Percent,47.3
06015,County,Del Norte County,,Male,Grade 5,2018,Percent,41.9
06015,County,Del Norte County,,Male,Grade 7,2014,Percent,44.7
06015,County,Del Norte County,,Male,Grade 7,2015,Percent,54.1
06015,County,Del Norte County,,Male,Grade 7,2016,Percent,47.3
06015,County,Del Norte County,,Male,Grade 7,2017,Percent,51.6
06015,County,Del Norte County,,Male,Grade 7,2018,Percent,46.6
06015,County,Del Norte County,,Male,Grade 9,2014,Percent,45.5
06015,County,Del Norte County,,Male,Grade 9,2015,Percent,48.6
06015,County,Del Norte County,,Male,Grade 9,2016,Percent,44.4
06015,County,Del Norte County,,Male,Grade 9,2017,Percent,49.7
06015,County,Del Norte County,,Male,Grade 9,2018,Percent,42.4
06017,County,El Dorado County,,Female,Grade 5,2014,Percent,23.5
06017,County,El Dorado County,,Female,Grade 5,2015,Percent,21.1
06017,County,El Dorado County,,Female,Grade 5,2016,Percent,25.2
06017,County,El Dorado County,,Female,Grade 5,2017,Percent,26.0
06017,County,El Dorado County,,Female,Grade 5,2018,Percent,24.5
06017,County,El Dorado County,,Female,Grade 7,2014,Percent,24.4
06017,County,El Dorado County,,Female,Grade 7,2015,Percent,23.6
06017,County,El Dorado County,,Female,Grade 7,2016,Percent,20.7
06017,County,El Dorado County,,Female,Grade 7,2017,Percent,23.2
06017,County,El Dorado County,,Female,Grade 7,2018,Percent,25.6
06017,County,El Dorado County,,Female,Grade 9,2014,Percent,20.7
06017,County,El Dorado County,,Female,Grade 9,2015,Percent,24.1
06017,County,El Dorado County,,Female,Grade 9,2016,Percent,23.6
06017,County,El Dorado County,,Female,Grade 9,2017,Percent,20.8
06017,County,El Dorado County,,Female,Grade 9,2018,Percent,20.3
06017,County,El Dorado County,,Male,Grade 5,2014,Percent,29.9
06017,County,El Dorado County,,Male,Grade 5,2015,Percent,28.8
06017,County,El Dorado County,,Male,Grade 5,2016,Percent,27.8
06017,County,El Dorado County,,Male,Grade 5,2017,Percent,35.0
06017,County,El Dorado County,,Male,Grade 5,2018,Percent,27.7
06017,County,El Dorado County,,Male,Grade 7,2014,Percent,28.3
06017,County,El Dorado County,,Male,Grade 7,2015,Percent,29.0
06017,County,El Dorado County,,Male,Grade 7,2016,Percent,28.0
06017,County,El Dorado County,,Male,Grade 7,2017,Percent,28.7
06017,County,El Dorado County,,Male,Grade 7,2018,Percent,27.7
06017,County,El Dorado County,,Male,Grade 9,2014,Percent,23.9
06017,County,El Dorado County,,Male,Grade 9,2015,Percent,24.6
06017,County,El Dorado County,,Male,Grade 9,2016,Percent,25.2
06017,County,El Dorado County,,Male,Grade 9,2017,Percent,25.8
06017,County,El Dorado County,,Male,Grade 9,2018,Percent,23.3
06019,County,Fresno County,,Female,Grade 5,2014,Percent,45.3
06019,County,Fresno County,,Female,Grade 5,2015,Percent,42.9
06019,County,Fresno County,,Female,Grade 5,2016,Percent,42.4
06019,County,Fresno County,,Female,Grade 5,2017,Percent,40.9
06019,County,Fresno County,,Female,Grade 5,2018,Percent,42.7
06019,County,Fresno County,,Female,Grade 7,2014,Percent,41.7
06019,County,Fresno County,,Female,Grade 7,2015,Percent,41.2
06019,County,Fresno County,,Female,Grade 7,2016,Percent,41.7
06019,County,Fresno County,,Female,Grade 7,2017,Percent,42.1
06019,County,Fresno County,,Female,Grade 7,2018,Percent,43.0
06019,County,Fresno County,,Female,Grade 9,2014,Percent,40.7
06019,County,Fresno County,,Female,Grade 9,2015,Percent,41.3
06019,County,Fresno County,,Female,Grade 9,2016,Percent,42.1
06019,County,Fresno County,,Female,Grade 9,2017,Percent,42.7
06019,County,Fresno County,,Female,Grade 9,2018,Percent,43.7
06019,County,Fresno County,,Male,Grade 5,2014,Percent,49.8
06019,County,Fresno County,,Male,Grade 5,2015,Percent,49.3
06019,County,Fresno County,,Male,Grade 5,2016,Percent,47.1
06019,County,Fresno County,,Male,Grade 5,2017,Percent,47.5
06019,County,Fresno County,,Male,Grade 5,2018,Percent,49.3
06019,County,Fresno County,,Male,Grade 7,2014,Percent,44.7
06019,County,Fresno County,,Male,Grade 7,2015,Percent,44.2
06019,County,Fresno County,,Male,Grade 7,2016,Percent,43.9
06019,County,Fresno County,,Male,Grade 7,2017,Percent,45.7
06019,County,Fresno County,,Male,Grade 7,2018,Percent,45.5
06019,County,Fresno County,,Male,Grade 9,2014,Percent,43.9
06019,County,Fresno County,,Male,Grade 9,2015,Percent,43.4
06019,County,Fresno County,,Male,Grade 9,2016,Percent,43.2
06019,County,Fresno County,,Male,Grade 9,2017,Percent,43.8
06019,County,Fresno County,,Male,Grade 9,2018,Percent,43.6
06021,County,Glenn County,,Female,Grade 5,2014,Percent,43.1
06021,County,Glenn County,,Female,Grade 5,2015,Percent,41.1
06021,County,Glenn County,,Female,Grade 5,2016,Percent,46.9
06021,County,Glenn County,,Female,Grade 5,2017,Percent,41.7
06021,County,Glenn County,,Female,Grade 5,2018,Percent,44.7
06021,County,Glenn County,,Female,Grade 7,2014,Percent,41.0
06021,County,Glenn County,,Female,Grade 7,2015,Percent,42.2
06021,County,Glenn County,,Female,Grade 7,2016,Percent,48.7
06021,County,Glenn County,,Female,Grade 7,2017,Percent,44.2
06021,County,Glenn County,,Female,Grade 7,2018,Percent,42.6
06021,County,Glenn County,,Female,Grade 9,2014,Percent,42.6
06021,County,Glenn County,,Female,Grade 9,2015,Percent,39.4
06021,County,Glenn County,,Female,Grade 9,2016,Percent,42.7
06021,County,Glenn County,,Female,Grade 9,2017,Percent,45.5
06021,County,Glenn County,,Female,Grade 9,2018,Percent,45.0
06021,County,Glenn County,,Male,Grade 5,2014,Percent,48.4
06021,County,Glenn County,,Male,Grade 5,2015,Percent,47.1
06021,County,Glenn County,,Male,Grade 5,2016,Percent,54.5
06021,County,Glenn County,,Male,Grade 5,2017,Percent,51.4
06021,County,Glenn County,,Male,Grade 5,2018,Percent,56.4
06021,County,Glenn County,,Male,Grade 7,2014,Percent,39.7
06021,County,Glenn County,,Male,Grade 7,2015,Percent,47.3
06021,County,Glenn County,,Male,Grade 7,2016,Percent,42.6
06021,County,Glenn County,,Male,Grade 7,2017,Percent,43.5
06021,County,Glenn County,,Male,Grade 7,2018,Percent,44.2
06021,County,Glenn County,,Male,Grade 9,2014,Percent,41.2
06021,County,Glenn County,,Male,Grade 9,2015,Percent,43.7
06021,County,Glenn County,,Male,Grade 9,2016,Percent,46.4
06021,County,Glenn County,,Male,Grade 9,2017,Percent,52.0
06021,County,Glenn County,,Male,Grade 9,2018,Percent,45.4
06023,County,Humboldt County,,Female,Grade 5,2014,Percent,37.9
06023,County,Humboldt County,,Female,Grade 5,2015,Percent,40.3
06023,County,Humboldt County,,Female,Grade 5,2016,Percent,42.6
06023,County,Humboldt County,,Female,Grade 5,2017,Percent,42.2
06023,County,Humboldt County,,Female,Grade 5,2018,Percent,39.0
06023,County,Humboldt County,,Female,Grade 7,2014,Percent,40.3
06023,County,Humboldt County,,Female,Grade 7,2015,Percent,41.8
06023,County,Humboldt County,,Female,Grade 7,2016,Percent,44.4
06023,County,Humboldt County,,Female,Grade 7,2017,Percent,45.2
06023,County,Humboldt County,,Female,Grade 7,2018,Percent,43.7
06023,County,Humboldt County,,Female,Grade 9,2014,Percent,33.1
06023,County,Humboldt County,,Female,Grade 9,2015,Percent,40.0
06023,County,Humboldt County,,Female,Grade 9,2016,Percent,41.9
06023,County,Humboldt County,,Female,Grade 9,2017,Percent,38.4
06023,County,Humboldt County,,Female,Grade 9,2018,Percent,41.7
06023,County,Humboldt County,,Male,Grade 5,2014,Percent,38.3
06023,County,Humboldt County,,Male,Grade 5,2015,Percent,44.0
06023,County,Humboldt County,,Male,Grade 5,2016,Percent,43.0
06023,County,Humboldt County,,Male,Grade 5,2017,Percent,46.0
06023,County,Humboldt County,,Male,Grade 5,2018,Percent,49.0
06023,County,Humboldt County,,Male,Grade 7,2014,Percent,42.2
06023,County,Humboldt County,,Male,Grade 7,2015,Percent,41.5
06023,County,Humboldt County,,Male,Grade 7,2016,Percent,39.8
06023,County,Humboldt County,,Male,Grade 7,2017,Percent,42.3
06023,County,Humboldt County,,Male,Grade 7,2018,Percent,42.0
06023,County,Humboldt County,,Male,Grade 9,2014,Percent,35.6
06023,County,Humboldt County,,Male,Grade 9,2015,Percent,38.1
06023,County,Humboldt County,,Male,Grade 9,2016,Percent,40.5
06023,County,Humboldt County,,Male,Grade 9,2017,Percent,36.1
06023,County,Humboldt County,,Male,Grade 9,2018,Percent,35.6
06025,County,Imperial County,,Female,Grade 5,2014,Percent,45.2
06025,County,Imperial County,,Female,Grade 5,2015,Percent,44.5
06025,County,Imperial County,,Female,Grade 5,2016,Percent,44.3
06025,County,Imperial County,,Female,Grade 5,2017,Percent,45.5
06025,County,Imperial County,,Female,Grade 5,2018,Percent,45.5
06025,County,Imperial County,,Female,Grade 7,2014,Percent,45.2
06025,County,Imperial County,,Female,Grade 7,2015,Percent,43.7
06025,County,Imperial County,,Female,Grade 7,2016,Percent,42.8
06025,County,Imperial County,,Female,Grade 7,2017,Percent,43.0
06025,County,Imperial County,,Female,Grade 7,2018,Percent,44.8
06025,County,Imperial County,,Female,Grade 9,2014,Percent,37.4
06025,County,Imperial County,,Female,Grade 9,2015,Percent,40.3
06025,County,Imperial County,,Female,Grade 9,2016,Percent,41.9
06025,County,Imperial County,,Female,Grade 9,2017,Percent,42.4
06025,County,Imperial County,,Female,Grade 9,2018,Percent,42.1
06025,County,Imperial County,,Male,Grade 5,2014,Percent,53.0
06025,County,Imperial County,,Male,Grade 5,2015,Percent,53.7
06025,County,Imperial County,,Male,Grade 5,2016,Percent,50.6
06025,County,Imperial County,,Male,Grade 5,2017,Percent,52.8
06025,County,Imperial County,,Male,Grade 5,2018,Percent,52.2
06025,County,Imperial County,,Male,Grade 7,2014,Percent,49.7
06025,County,Imperial County,,Male,Grade 7,2015,Percent,47.6
06025,County,Imperial County,,Male,Grade 7,2016,Percent,48.9
06025,County,Imperial County,,Male,Grade 7,2017,Percent,50.1
06025,County,Imperial County,,Male,Grade 7,2018,Percent,51.9
06025,County,Imperial County,,Male,Grade 9,2014,Percent,42.4
06025,County,Imperial County,,Male,Grade 9,2015,Percent,41.4
06025,County,Imperial County,,Male,Grade 9,2016,Percent,43.3
06025,County,Imperial County,,Male,Grade 9,2017,Percent,42.6
06025,County,Imperial County,,Male,Grade 9,2018,Percent,44.6
06027,County,Inyo County,,Female,Grade 5,2014,Percent,33.7
06027,County,Inyo County,,Female,Grade 5,2015,Percent,38.9
06027,County,Inyo County,,Female,Grade 5,2016,Percent,40.2
06027,County,Inyo County,,Female,Grade 5,2017,Percent,31.7
06027,County,Inyo County,,Female,Grade 5,2018,Percent,48.8
06027,County,Inyo County,,Female,Grade 7,2014,Percent,45.7
06027,County,Inyo County,,Female,Grade 7,2015,Percent,29.0
06027,County,Inyo County,,Female,Grade 7,2016,Percent,39.2
06027,County,Inyo County,,Female,Grade 7,2017,Percent,41.4
06027,County,Inyo County,,Female,Grade 7,2018,Percent,43.2
06027,County,Inyo County,,Female,Grade 9,2014,Percent,37.5
06027,County,Inyo County,,Female,Grade 9,2015,Percent,43.9
06027,County,Inyo County,,Female,Grade 9,2016,Percent,38.9
06027,County,Inyo County,,Female,Grade 9,2017,Percent,33.8
06027,County,Inyo County,,Female,Grade 9,2018,Percent,37.1
06027,County,Inyo County,,Male,Grade 5,2014,Percent,51.5
06027,County,Inyo County,,Male,Grade 5,2015,Percent,47.4
06027,County,Inyo County,,Male,Grade 5,2016,Percent,38.0
06027,County,Inyo County,,Male,Grade 5,2017,Percent,47.1
06027,County,Inyo County,,Male,Grade 5,2018,Percent,41.1
06027,County,Inyo County,,Male,Grade 7,2014,Percent,34.7
06027,County,Inyo County,,Male,Grade 7,2015,Percent,45.2
06027,County,Inyo County,,Male,Grade 7,2016,Percent,42.0
06027,County,Inyo County,,Male,Grade 7,2017,Percent,40.7
06027,County,Inyo County,,Male,Grade 7,2018,Percent,40.2
06027,County,Inyo County,,Male,Grade 9,2014,Percent,38.5
06027,County,Inyo County,,Male,Grade 9,2015,Percent,30.8
06027,County,Inyo County,,Male,Grade 9,2016,Percent,35.1
06027,County,Inyo County,,Male,Grade 9,2017,Percent,34.8
06027,County,Inyo County,,Male,Grade 9,2018,Percent,38.0
06029,County,Kern County,,Female,Grade 5,2014,Percent,43.5
06029,County,Kern County,,Female,Grade 5,2015,Percent,44.8
06029,County,Kern County,,Female,Grade 5,2016,Percent,43.2
06029,County,Kern County,,Female,Grade 5,2017,Percent,43.6
06029,County,Kern County,,Female,Grade 5,2018,Percent,42.0
06029,County,Kern County,,Female,Grade 7,2014,Percent,43.2
06029,County,Kern County,,Female,Grade 7,2015,Percent,44.3
06029,County,Kern County,,Female,Grade 7,2016,Percent,43.4
06029,County,Kern County,,Female,Grade 7,2017,Percent,45.1
06029,County,Kern County,,Female,Grade 7,2018,Percent,44.3
06029,County,Kern County,,Female,Grade 9,2014,Percent,39.9
06029,County,Kern County,,Female,Grade 9,2015,Percent,40.9
06029,County,Kern County,,Female,Grade 9,2016,Percent,42.3
06029,County,Kern County,,Female,Grade 9,2017,Percent,42.9
06029,County,Kern County,,Female,Grade 9,2018,Percent,45.9
06029,County,Kern County,,Male,Grade 5,2014,Percent,50.6
06029,County,Kern County,,Male,Grade 5,2015,Percent,49.4
06029,County,Kern County,,Male,Grade 5,2016,Percent,48.5
